Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),SO2,PM25
11/20/2008,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
11/21/2008,50,SO2,Relocated PCS site,37-013-0007,AQS,50,.
11/22/2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/23/2008,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
11/24/2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/25/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11/26/2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/27/2008,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
11/28/2008,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
11/29/2008,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11/30/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12-01-2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-02-2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12-03-2008,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12-04-2008,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
12-05-2008,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
12-06-2008,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12-07-2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-08-2008,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
12-09-2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12-10-2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12-11-2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12-12-2008,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
12/13/2008,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
12/14/2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/15/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12/17/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12/18/2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/19/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12/20/2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/21/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12/22/2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/23/2008,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12/24/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12/25/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12/26/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12/27/2008,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
12/28/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12/29/2008,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12/30/2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/31/2008,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01-01-2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
01-02-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
01-03-2009,23,SO2,Relocated PCS site,37-013-0007,AQS,23,.
01-04-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
01-05-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
01-06-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
01-07-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
01-08-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01-09-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01-10-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01-11-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
01-12-2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
01/13/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/14/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
01/15/2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
01/16/2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
01/17/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/18/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/19/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01/20/2009,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
01/21/2009,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
01/22/2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
01/23/2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
01/24/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
01/25/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/26/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/27/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/28/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
01/29/2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
01/30/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/31/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02-01-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
02-02-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02-03-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
02-04-2009,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
02-05-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
02-06-2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
02-07-2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
02-08-2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
02-09-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02-10-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
02-11-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02-12-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
02/13/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/14/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/15/2009,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
02/16/2009,27,SO2,Relocated PCS site,37-013-0007,AQS,27,.
02/17/2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
02/18/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02/19/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
02/20/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/21/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/22/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/23/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/24/2009,26,SO2,Relocated PCS site,37-013-0007,AQS,26,.
02/25/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02/26/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02/27/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
02/28/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03-01-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03-05-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
03-06-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
03-07-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
03-08-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
03-09-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
03-10-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
03-11-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
03-12-2009,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
03/13/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/14/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/15/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/16/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/17/2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
03/18/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/19/2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
03/20/2009,21,SO2,Relocated PCS site,37-013-0007,AQS,21,.
03/21/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/22/2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
03/23/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
03/24/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/25/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/26/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/27/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/28/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/29/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/30/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
03/31/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-01-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04-02-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04-03-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04-04-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-05-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-06-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04-07-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-08-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
04-09-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-10-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-11-2009,16,SO2,Relocated PCS site,37-013-0007,AQS,16,.
04-12-2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
04/13/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/14/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/15/2009,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
04/16/2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
04/17/2009,31,SO2,Relocated PCS site,37-013-0007,AQS,31,.
04/18/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
04/19/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04/20/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/21/2009,20,SO2,Relocated PCS site,37-013-0007,AQS,20,.
04/22/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/23/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04/24/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
04/25/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04/26/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04/27/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04/28/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/29/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
04/30/2009,16,SO2,Relocated PCS site,37-013-0007,AQS,16,.
05-01-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-02-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-03-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
05-04-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-05-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-06-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-07-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-08-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-09-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
05-10-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
05-11-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
05-12-2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
05/13/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/14/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/15/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/16/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/17/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/18/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/19/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/20/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/21/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/22/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/23/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/24/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/25/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/26/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/27/2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
05/28/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
05/29/2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
05/30/2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
05/31/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-01-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06-02-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06-03-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-04-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-05-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-06-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-07-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-08-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-10-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-11-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-12-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/13/2009,52,SO2,Relocated PCS site,37-013-0007,AQS,52,.
06/14/2009,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
06/15/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/16/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/17/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/18/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/19/2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
06/20/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/21/2009,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
06/22/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/23/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/24/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/25/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/26/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/27/2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
06/28/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/29/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/30/2009,13,SO2,Relocated PCS site,37-013-0007,AQS,13,.
07-01-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07-02-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07-03-2009,36,SO2,Relocated PCS site,37-013-0007,AQS,36,.
07-04-2009,20,SO2,Relocated PCS site,37-013-0007,AQS,20,.
07-05-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
07-06-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07-07-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07-08-2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
07-09-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07-10-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07-11-2009,23,SO2,Relocated PCS site,37-013-0007,AQS,23,.
07-12-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/13/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/14/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/15/2009,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
07/16/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/17/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/18/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/19/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/23/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/24/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/25/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
07/26/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/27/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
07/28/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/29/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/30/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/31/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08-01-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08-02-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-03-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-04-2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
08-05-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-06-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-07-2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
08-08-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-09-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
08-10-2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
08-11-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
08-12-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/13/2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
08/14/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/15/2009,39,SO2,Relocated PCS site,37-013-0007,AQS,39,.
08/16/2009,17,SO2,Relocated PCS site,37-013-0007,AQS,17,.
08/17/2009,30,SO2,Relocated PCS site,37-013-0007,AQS,30,.
08/18/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/19/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/20/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/21/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/22/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/23/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/24/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/25/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/26/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/27/2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
08/28/2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
08/29/2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
08/30/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/31/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
09-01-2009,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
09-02-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09-03-2009,34,SO2,Relocated PCS site,37-013-0007,AQS,34,.
09-04-2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
09-05-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09-06-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09-07-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09-08-2009,24,SO2,Relocated PCS site,37-013-0007,AQS,24,.
09-09-2009,19,SO2,Relocated PCS site,37-013-0007,AQS,19,.
09-10-2009,30,SO2,Relocated PCS site,37-013-0007,AQS,30,.
09-11-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09-12-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/13/2009,47,SO2,Relocated PCS site,37-013-0007,AQS,47,.
09/14/2009,23,SO2,Relocated PCS site,37-013-0007,AQS,23,.
09/15/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/16/2009,30,SO2,Relocated PCS site,37-013-0007,AQS,30,.
09/17/2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
09/18/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09/19/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09/20/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09/21/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09/22/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09/23/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09/24/2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
09/25/2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
09/26/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09/27/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09/28/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/29/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/30/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10-01-2009,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
10-02-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10-03-2009,27,SO2,Relocated PCS site,37-013-0007,AQS,27,.
10-04-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10-05-2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
10-06-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10-07-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10-08-2009,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
10-09-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10-10-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10-11-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10-12-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/13/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10/14/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10/15/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10/16/2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
10/17/2009,13,SO2,Relocated PCS site,37-013-0007,AQS,13,.
10/18/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10/19/2009,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
10/20/2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
10/21/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
10/22/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/23/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10/24/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10/25/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10/26/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10/27/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10/28/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
10/29/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10/30/2009,23,SO2,Relocated PCS site,37-013-0007,AQS,23,.
10/31/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11-01-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11-02-2009,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
11-03-2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
11-04-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11-05-2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
11-06-2009,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
11-07-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11-08-2009,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
11-09-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11-10-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11-11-2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11-12-2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
11/13/2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
11/14/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11/15/2009,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
11/16/2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
11/17/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/18/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11/19/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11/20/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/21/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11/22/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11/23/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11/24/2009,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11/25/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/26/2009,40,SO2,Relocated PCS site,37-013-0007,AQS,40,.
11/27/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/28/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/29/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
11/30/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12-01-2009,17,SO2,Relocated PCS site,37-013-0007,AQS,17,.
12-02-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-03-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-04-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12-05-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-06-2009,20,SO2,Relocated PCS site,37-013-0007,AQS,20,.
12-07-2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
12-08-2009,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
