"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"11/23/2005","74","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","26","28","59","41","74","50"
"11/24/2005","130","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","6","31","61","130","112","28"
"11/25/2005","72","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","10","24","72","15","29","38"
"11/26/2005","63","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","14","19","57","31","63","33"
"11/27/2005","78","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","13","19","29","18","78","28"
"11/28/2005","52","PM2.5","VILLAGE HALL","17-031-1016","AQS","7","26","40","22","52","42"
"11/29/2005","38","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","7","20","33","13","38","36"
"11/30/2005","61","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS","10","20","50","25","61","51"
"12/01/2005","66","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","11","20","40","29","66","43"
"12/02/2005","53","NO2","CTA BUILDING","17-031-0063","AQS","9","22","29","20","41","53"
"12/03/2005","58","PM2.5","VILLAGE HALL","17-031-1016","AQS","10","24","56","22","58","40"
"12/04/2005","64","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","8","26","51","25","64","38"
"12/05/2005","111","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","9","18","111","32","49","62"
"12/06/2005","92","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS","13","18","47","37","92","58"
"12/07/2005","107","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","15","15","72","36","107","68"
"12/08/2005","114","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","17","16","114","32","77","63"
"12/09/2005","96","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","11","17","80","22","96","48"
"12/10/2005","64","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","8","20","60","29","64","45"
"12/11/2005","73","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","13","21","65","31","73","42"
