Overall AQI Value,CO,Ozone,SO2,PM10,PM25,NO2,Wens AQI
49,7,23,49,15,43,30,57.78
41,7,28,20,18,41,29,47.58
61,13,27,21,28,61,37,69.04
47,9,28,26,29,47,24,53.84
38,9,27,13,13,38,26,43.96
45,9,29,26,9,45,25,51.42
52,9,31,46,17,52,31,61.5
55,8,30,14,12,45,55,63.85
55,14,29,41,16,55,29,63.64
60,14,35,24,45,60,47,70.62
61,16,34,24,52,61,43,72.27
61,13,37,17,42,61,39,70.46
61,5,19,19,22,61,41,69.06
48,7,18,14,9,48,23,52.88
45,10,27,30,13,45,31,52.05
43,11,31,16,13,43,37,50.79
50,8,17,21,18,50,39,57.68
58,6,24,17,14,58,24,63.48
77,14,26,17,30,77,40,85.5
77,13,31,20,26,77,36,85
47,6,25,16,11,47,35,54.1
35,6,26,33,11,35,32,42.35
58,10,29,14,15,58,39,65.98
74,7,28,74,42,63,44,87.12
91,10,21,91,44,55,34,102.65
52,10,26,23,28,52,49,61.83
69,13,30,69,38,61,54,82.34
73,15,35,27,51,62,73,86.24
75,18,42,23,42,75,62,87.88
105,25,41,23,49,105,56,117.4
74,11,36,23,35,74,47,84.12
47,13,34,33,15,42,47,56.09
65,13,31,34,23,65,54,76.01
61,17,30,16,32,61,57,72.25
56,8,25,21,34,56,52,66.5
73,9,32,29,35,73,51,83.71
50,9,34,7,29,50,24,57.28
46,9,32,20,10,46,30,52.99
58,10,32,11,17,58,30,64.96
56,10,19,17,14,56,41,63.82
52,10,9,27,15,52,40,59.94
64,11,25,56,24,64,62,77.19
82,23,27,31,34,82,51,92.74
90,32,32,17,27,90,42,99.25
115,16,27,37,45,115,43,125.34
94,17,16,10,30,94,64,105.86
46,8,19,37,10,46,36,54.01
79,7,25,79,35,77,22,93.31
59,13,24,47,28,59,47,69.57
75,18,20,75,23,66,47,88.29
83,26,20,16,26,83,47,92.43
49,8,26,33,23,48,49,58.91
54,10,25,30,32,54,46,63.7
59,11,19,19,34,59,44,68.17
47,19,21,43,21,47,40,56.48
54,8,25,33,20,54,49,63.98
52,13,24,14,23,52,41,60.22
59,13,20,17,16,59,34,65.89
80,10,21,26,24,80,49,89.65
73,13,19,23,19,73,40,81.04
45,9,26,41,28,45,42,54.52
51,8,26,29,25,48,51,60.75
62,17,25,40,43,62,60,74.62
58,20,21,26,25,58,43,66.87
58,15,14,23,15,58,48,67.09
70,13,25,56,25,70,33,81.18
61,7,30,55,30,61,31,72.07
64,17,24,64,30,61,44,76.6
71,17,10,27,36,71,45,80.53
88,15,11,31,24,88,41,96.59
74,8,23,20,19,74,30,80.51
62,9,22,21,17,62,33,68.9
81,10,19,20,29,81,35,88.58
83,15,28,23,22,83,38,91.15
59,13,32,17,12,59,35,66.57
59,10,31,16,12,59,37,66.76
39,10,30,20,13,39,23,45.41
38,7,30,11,12,38,31,44.68
60,7,27,44,19,60,34,69.29
61,8,32,61,36,60,50,73.94
71,11,27,33,29,60,71,82.88
76,9,29,19,22,76,47,85.41
66,7,31,36,20,66,47,75.94
63,5,28,39,33,63,38,72.02
77,7,31,29,43,77,42,86.82
86,7,31,55,53,86,42,98.43
85,7,32,69,51,85,53,99.73
66,8,31,43,19,66,56,77.63
84,9,29,47,26,81,84,99.69
89,13,31,75,27,89,67,104.89
61,8,35,44,31,61,57,73.15
72,9,31,49,35,72,49,83.21
75,9,31,55,23,75,44,86.62
75,9,29,56,40,75,66,89.17
56,9,29,41,17,53,56,67.01
76,8,30,19,29,76,53,86.49
80,8,26,43,28,80,55,91.56
97,10,24,20,26,97,58,107.98
94,9,21,40,30,94,34,102.81
99,10,20,84,35,99,45,115.05
79,8,24,36,22,79,52,89.6
74,11,31,39,23,74,58,85.84
65,11,28,14,22,65,45,73.98
54,9,23,31,13,54,30,60.96
80,9,20,17,20,80,33,86.78
88,10,19,17,21,88,31,94.52
52,7,22,47,9,52,25,60.99
48,9,29,31,14,48,35,55.75
55,7,32,40,33,55,38,64.27
52,8,33,33,36,52,52,63
56,7,33,34,41,54,56,67.56
99,13,34,99,31,62,54,112.43
58,10,34,24,23,58,43,67.19
84,11,33,69,37,84,45,98.11
116,14,25,24,64,116,69,130.67
131,14,28,33,38,131,57,142.81
123,11,31,50,39,123,49,134.46
132,13,23,16,44,132,44,141.71
93,9,39,66,25,93,37,106.18
39,23,39,17,13,31,22,45.71
44,9,38,44,18,43,42,53.76
68,10,36,26,23,68,42,77.18
52,10,35,19,15,52,44,61.13
63,7,41,50,41,63,51,74.86
78,11,40,60,31,72,78,93.33
87,13,40,54,43,87,62,100.79
89,13,44,89,37,81,60,105.9
107,8,44,107,27,90,55,124.75
80,11,38,51,32,80,61,93.21
86,8,43,86,55,84,42,103.13
70,8,38,70,31,52,43,81.41
68,9,41,57,20,68,54,80.56
92,16,41,26,53,92,67,106.2
112,16,35,20,22,112,47,121.8
108,16,39,13,25,108,44,117.5
58,9,39,14,10,58,42,66.82
67,10,41,44,19,64,67,80.1
80,9,38,69,31,80,67,95.17
52,11,35,21,23,43,52,61.19
78,7,43,56,54,78,52,91.07
56,8,41,37,27,56,41,65.56
40,7,40,19,15,40,25,48
50,8,42,17,12,50,47,59.81
54,13,36,14,22,54,42,62.95
53,9,39,19,41,53,49,63.65
58,9,42,34,41,54,58,69.79
57,10,41,17,34,57,49,67.52
88,18,41,21,52,88,77,103.57
86,18,27,21,26,86,55,96.72
134,15,37,40,47,134,58,146.74
108,16,39,26,56,108,60,121.26
84,20,31,14,34,84,49,94.21
64,22,31,14,22,64,42,72.87
85,16,31,85,19,62,43,97.61
58,16,44,30,9,58,21,66.93
47,15,47,10,15,35,20,53.95
58,16,45,21,58,44,52,69.51
73,23,45,41,56,48,73,85.75
80,16,45,16,51,59,80,92.78
72,16,44,72,51,70,49,87.07
57,11,50,27,40,57,54,69.05
40,27,40,33,20,31,13,47.57
54,30,41,40,31,54,20,63.57
45,38,45,37,35,32,32,54.21
56,15,44,50,38,51,56,67.94
61,14,42,33,46,61,60,73.94
54,11,43,9,54,32,45,63.85
65,13,43,65,34,33,42,75.02
59,13,41,20,21,59,43,68.45
55,17,44,26,27,55,33,64.48
44,15,40,20,15,42,44,53.15
66,15,46,16,31,66,50,76.89
84,10,84,13,43,62,38,96.57
67,10,67,27,52,62,43,80.4
63,9,58,23,52,63,34,75.53
50,9,44,29,12,50,32,59.11
50,10,50,10,16,41,48,59.87
70,11,50,70,24,58,43,82.65
67,14,48,17,33,67,48,77.74
58,14,46,27,19,57,58,69.91
77,9,34,77,31,60,44,89.59
47,9,46,36,25,43,47,57.36
97,11,97,10,33,67,50,110.53
70,13,64,31,33,70,44,83.21
74,10,74,33,31,55,42,85.73
61,8,61,27,41,55,36,72.64
115,14,115,19,52,84,78,133.06
90,13,90,21,69,83,66,107.77
90,16,44,90,38,51,43,101.63
48,16,48,40,46,30,36,58.38
38,19,38,17,33,30,32,45.7
64,27,47,29,23,36,64,74.2
71,24,71,36,52,65,62,85.85
69,15,51,69,37,64,62,83.61
71,24,71,31,26,55,51,83.18
71,10,61,27,41,71,44,83.81
89,9,42,17,27,89,30,97.77
53,24,44,16,12,53,19,61.62
50,11,49,13,44,50,34,60.6
46,13,46,23,39,34,41,55.37
65,15,58,65,28,49,63,79.04
77,11,77,19,56,64,39,90.67
77,8,71,14,44,77,30,90.81
63,11,48,20,21,63,40,73.13
84,10,84,50,18,64,37,97.3
71,10,54,39,19,56,71,83.36
67,7,67,24,35,57,48,79.2
62,9,51,62,31,59,50,75.11
75,13,42,75,45,62,30,88.12
60,11,42,46,16,60,39,70.21
77,8,35,69,49,77,27,91.12
65,8,49,65,20,48,42,76.07
48,10,48,20,15,44,45,57.75
60,11,42,36,13,60,47,70.24
63,16,37,16,13,63,25,70.57
71,11,43,65,20,71,36,84.13
61,10,44,59,23,61,53,73.94
61,15,42,41,18,61,37,70.6
54,13,49,43,12,54,30,64.48
60,14,46,34,19,60,42,70.2
58,22,58,39,54,54,51,70.82
77,9,77,13,24,57,55,89.13
67,11,67,26,52,64,55,81.02
66,8,45,11,20,66,41,75.5
78,14,67,37,30,78,49,91.98
93,15,93,16,20,75,33,106.77
126,16,126,16,40,84,47,142.23
126,9,126,20,39,82,53,142.22
133,13,133,33,63,93,67,152.35
77,11,77,24,45,63,29,89.87
61,22,61,37,49,54,41,73.33
101,20,101,31,51,89,54,118.89
159,9,159,26,52,88,53,176.5
85,16,54,34,43,85,56,97.8
112,11,112,31,29,83,43,127.91
56,15,50,39,19,56,53,67.76
47,22,47,37,16,34,34,55.53
87,10,48,87,30,76,42,102.34
56,10,44,56,22,52,45,67.47
43,11,43,11,19,36,19,50.06
45,11,45,36,23,39,28,53.78
62,11,44,14,20,62,38,71.29
85,10,49,85,35,55,42,97.34
90,11,90,51,31,55,48,102.49
63,9,54,10,38,63,44,74.35
57,15,43,26,20,57,48,67.42
62,14,39,60,41,62,41,74.79
68,19,44,19,29,68,53,79.3
56,13,37,33,28,56,46,66.1
113,6,49,113,19,43,34,123.62
80,10,80,30,23,53,42,91.21
61,8,58,23,25,61,42,72.84
46,8,46,27,20,38,32,54.32
52,10,49,24,19,52,38,62.21
46,10,45,14,21,46,41,55.6
74,7,74,47,27,53,42,85.75
55,10,44,19,31,55,47,65.35
80,13,80,36,24,54,48,91.83
97,13,97,10,38,67,42,110.27
122,11,122,24,23,61,35,133.95
62,13,49,62,25,54,34,73.86
69,16,41,69,26,38,37,78.47
43,17,43,24,16,37,41,51.98
127,15,47,127,27,45,42,137.83
49,15,45,19,26,49,34,58.5
97,14,97,16,29,54,48,108.54
151,14,151,20,34,71,41,164.92
86,14,48,16,38,86,25,96.06
74,13,74,13,40,74,18,87.85
66,13,49,13,35,66,41,76.49
84,14,84,19,32,63,49,97.06
84,15,67,16,27,84,45,97.31
90,15,58,72,40,90,49,105.63
83,16,54,29,36,83,48,94.96
76,16,64,19,22,76,40,88.58
108,17,108,39,21,69,43,121.87
61,14,61,47,21,59,38,73.52
93,8,93,16,30,84,36,108.4
84,13,54,13,38,84,36,95.11
80,10,77,34,45,80,42,95.42
100,10,100,30,38,75,61,115.76
68,11,46,27,24,68,47,78.48
70,15,48,26,36,70,31,80.29
64,8,64,36,22,60,42,76.34
77,10,77,33,39,57,57,89.94
66,13,49,10,40,66,42,76.61
64,9,51,17,49,64,49,75.51
51,10,51,27,12,43,32,59.93
53,10,42,9,30,53,52,63.79
64,10,64,14,21,57,33,75
97,10,97,16,35,69,50,110.97
83,10,58,21,39,83,42,95.1
79,9,46,21,29,79,31,88.54
80,13,50,13,31,80,45,90.76
93,11,93,19,27,89,78,111.28
126,16,126,40,43,115,58,147.97
90,11,90,27,41,89,52,107.42
105,13,105,29,26,75,57,120.33
75,16,44,10,21,75,58,86.74
99,13,44,52,52,99,35,111.11
103,11,61,17,39,103,46,115.68
87,11,50,21,39,87,40,97.81
114,9,90,39,45,114,38,131.38
136,9,136,17,41,101,53,155.05
126,9,126,26,36,90,73,144.48
119,7,119,33,42,83,49,135.47
136,10,136,24,34,59,44,148.31
90,10,90,26,39,79,43,105.4
90,10,90,43,19,67,39,103.46
70,11,41,52,19,70,38,81.1
61,9,36,44,29,61,41,71.04
66,16,36,34,28,66,44,75.8
83,13,67,74,31,83,50,99.2
140,11,140,39,54,89,60,158.32
100,11,93,17,49,100,54,118.08
101,10,101,23,24,84,39,116.59
58,11,49,11,29,58,20,67.53
64,11,43,30,15,64,27,72.9
74,10,64,34,32,74,39,86.97
71,11,44,24,49,71,42,81.98
61,10,48,29,27,61,38,71.32
90,10,90,21,46,62,51,103.29
122,10,122,16,38,75,49,136.88
126,11,126,21,33,91,40,142.84
79,9,48,14,40,79,39,89.35
71,8,45,7,46,71,32,81.02
66,10,37,11,27,66,40,74.71
67,10,34,24,20,67,44,76.28
59,10,29,59,23,52,18,69.17
79,13,34,79,46,74,30,93.81
62,14,42,23,20,62,35,71.05
64,11,50,11,27,64,18,73.54
109,10,38,109,51,68,28,123.17
60,10,33,51,28,60,28,70.52
53,11,27,39,16,53,24,61.11
54,15,46,27,24,54,24,63.36
72,10,30,44,32,72,29,81.48
61,10,41,52,17,61,32,71.93
64,13,44,61,23,64,51,77.17
63,14,44,41,23,63,37,72.99
62,13,54,37,27,62,42,73.61
71,9,37,41,37,71,30,80.43
86,13,43,86,30,64,56,99.99
64,13,35,17,26,64,38,72.44
55,11,37,51,10,55,24,65.3
69,14,45,37,27,69,54,80.77
84,10,84,30,52,69,52,98.69
58,15,34,34,21,58,28,65.93
77,11,47,20,55,77,26,88.63
71,9,37,54,33,71,26,82.22
53,11,31,52,31,53,25,63.58
45,10,31,29,15,45,25,52
53,14,33,46,19,53,42,63.18
70,15,43,61,28,70,42,82.85
68,15,50,14,53,68,57,80.64
56,18,35,27,56,54,40,67.52
59,16,36,55,34,59,48,71.21
32,11,32,4,32,32,16,38.98
34,14,34,6,23,27,34,41.25
43,15,34,16,18,41,43,51.68
74,17,42,33,36,74,57,86.2
106,19,54,106,51,81,50,123.06
79,17,43,21,49,79,57,91.45
92,19,44,92,53,74,53,107.88
87,14,71,55,51,87,61,102.96
87,16,87,67,41,85,66,105.4
87,16,64,85,57,87,60,105.45
79,20,61,51,33,79,45,92.46
60,11,31,16,32,60,43,69.1
59,13,38,59,37,57,44,71.38
65,15,39,16,65,55,45,76.75
96,16,40,96,25,62,45,109.01
57,11,35,39,29,57,37,66.09
52,14,35,30,26,52,41,61.16
62,15,35,31,37,62,46,72.22
52,14,41,27,36,52,42,61.75
77,16,32,77,60,70,42,92.14
57,18,33,19,47,57,52,68.37
66,11,38,19,36,66,36,74.71
69,11,42,17,21,69,47,79.02
74,11,35,19,31,74,34,82.06
57,10,29,26,22,57,23,63.65
49,10,34,29,49,36,28,57.34
39,14,26,37,12,39,21,46.67
54,15,26,49,25,54,40,64.52
54,16,35,30,30,54,30,62.11
35,17,35,14,13,31,28,41.8
52,19,30,34,22,52,42,61.23
57,19,31,24,31,57,54,67.94
102,18,23,23,46,102,60,114.4
54,14,31,16,53,54,36,64.83
47,23,31,11,31,47,40,55.74
54,20,31,39,16,54,42,63.43
69,15,32,14,27,69,46,78.48
70,14,40,24,54,70,54,82.22
81,15,42,27,54,81,55,93.48
114,14,43,14,52,114,52,125.68
105,13,30,39,45,105,61,117.91
125,18,30,19,38,125,35,133.61
75,14,28,17,18,75,33,82.19
48,7,31,9,9,48,30,54.58
58,11,30,20,28,58,46,67.47
77,15,27,34,34,77,53,88.02
85,11,19,65,26,85,39,97.71
69,13,28,16,36,69,37,77.36
85,13,25,19,36,85,39,93.66
74,13,27,10,16,74,28,80.23
91,8,35,11,26,91,25,98.35
73,8,28,39,21,73,34,81.61
50,9,20,50,12,43,42,59.28
55,10,21,41,12,55,30,63.41
56,8,25,37,9,56,28,63.71
47,7,27,47,11,36,28,54.63
90,15,28,31,14,90,40,98.55
58,15,24,29,15,58,40,66.38
61,9,26,27,19,61,32,68.14
55,8,19,33,12,55,26,61.95
81,8,20,41,28,81,25,89.53
54,9,27,19,16,54,36,61.54
71,13,20,30,29,71,43,80.06
62,11,31,17,15,62,40,70.3
85,9,32,44,35,85,44,95.23
70,9,29,67,36,70,42,83.54
83,10,31,71,57,83,44,98.1
73,14,26,39,28,73,49,83.52
82,15,21,33,41,82,62,94.58
96,11,22,20,35,96,47,105.75
98,14,23,20,25,98,42,106.55
37,9,37,30,20,35,30,44.84
96,11,31,33,37,96,44,105.84
81,15,30,33,34,81,54,92.21
88,24,29,44,49,88,84,104.75
80,16,31,49,40,80,66,93.93
105,13,33,105,29,84,48,121.37
114,11,31,114,27,77,36,128.62
104,13,27,104,23,83,46,119.88
95,16,31,29,38,95,69,108.61
112,14,30,16,34,112,41,120.91
81,14,29,19,24,81,43,89.9
85,16,27,20,29,85,52,95.35
92,15,25,13,20,92,42,100.38
44,15,31,7,6,44,34,51.15
43,13,33,23,20,43,36,51.04
69,15,32,30,20,69,53,79.7
79,16,22,65,31,79,48,92.37
85,11,22,26,25,85,44,93.95
71,7,26,14,18,71,34,78.11
65,7,23,11,15,65,27,70.79
51,6,32,51,9,35,12,58.33
50,7,33,50,11,23,31,57.25
46,10,25,37,25,46,46,55.85
102,10,31,102,20,55,33,113.02
59,9,22,31,26,59,56,70
84,7,31,51,65,84,43,97.85
50,6,30,24,36,50,38,58.64
75,5,28,54,75,27,34,85.95
67,13,31,29,34,67,49,77.38
67,17,35,20,36,67,53,78.02
52,8,31,21,23,52,36,59.91
75,7,32,41,41,75,41,84.73
69,10,33,47,27,69,48,79.85
77,11,21,17,37,77,46,86.62
98,9,29,59,35,98,39,110.17
64,9,31,56,15,64,47,75.76
84,9,29,24,17,84,43,92.81
62,8,33,20,18,62,34,69.59
65,8,33,30,21,65,48,74.95
58,9,31,27,19,58,50,68.06
69,9,30,43,54,69,49,81.1
63,8,31,26,23,63,37,71.16
64,10,34,23,25,64,43,73.21
82,9,29,46,22,82,42,92.11
95,9,31,34,35,95,51,105.79
90,13,31,6,21,90,48,99.49
83,11,32,19,25,83,50,93.09
78,13,38,33,19,78,56,89.47
81,14,35,62,27,81,42,93.78
74,14,38,4,8,74,42,82.68
75,16,40,16,14,75,30,83.28
83,13,42,17,11,83,18,90.91
81,14,44,49,17,81,51,92.46
100,14,37,100,9,62,62,113.51
64,15,40,23,9,64,52,74.65
71,17,38,47,14,71,57,83.14
73,16,35,11,18,73,43,81.99
65,17,37,11,19,64,65,77.28
107,16,36,107,26,67,42,120.55
74,16,33,74,18,64,44,86.98
72,18,36,61,16,72,63,85.74
69,17,42,56,13,69,58,81.81
85,17,44,85,18,63,39,97.96
67,18,67,19,7,54,35,77.66
79,24,43,79,19,40,57,91.17
55,24,34,10,12,55,54,65.62
82,20,31,16,30,82,49,92.06
64,20,33,7,17,64,33,71.41
69,20,38,69,22,49,25,79.39
36,23,36,24,31,35,29,44.09
58,20,32,11,12,58,33,65.3
52,24,36,14,8,52,29,59.69
58,26,36,16,9,58,49,68.08
71,10,28,10,12,71,42,79.24
75,13,36,19,17,75,37,83.2
48,13,37,23,12,48,47,57.74
68,10,38,7,17,68,48,77.71
53,9,35,33,8,53,38,61.37
63,13,43,17,19,63,60,75
87,14,36,87,30,76,54,102.56
45,10,39,19,30,45,39,53.88
53,10,35,20,20,53,43,62.1
72,13,31,11,31,72,44,81.14
52,13,38,10,13,52,22,59.42
46,10,38,9,10,35,46,53.94
69,14,29,11,26,69,54,79.46
84,10,33,30,31,84,40,92.97
63,10,31,9,8,63,46,71.91
79,9,42,79,33,69,61,93.99
76,7,42,76,36,60,63,90.08
59,6,41,44,19,59,35,68.79
63,9,36,61,34,63,43,75.79
57,10,39,21,24,57,48,67.15
70,8,31,31,24,70,47,79.78
70,7,42,47,37,70,51,81.65
61,5,38,14,31,61,35,69.4
68,6,39,47,43,68,55,80.3
63,6,42,43,25,63,55,74.8
55,7,37,21,19,55,47,64.77
74,7,32,10,22,74,36,81.71
66,6,31,17,23,66,26,72.81
66,9,38,14,18,66,39,74.48
39,10,39,13,28,38,38,47.52
49,9,43,14,29,45,49,58.85
61,9,43,19,61,32,15,69.82
45,9,44,13,45,27,35,54.24
49,9,44,14,49,42,49,59.76
61,10,45,23,26,36,61,70.63
46,10,46,34,31,42,40,55.7
65,13,50,41,26,52,65,76.77
74,13,34,66,33,74,71,89.42
99,10,44,99,31,68,48,113.2
60,11,46,23,41,60,50,71.19
67,6,36,44,42,67,35,77.18
47,7,45,47,37,43,47,57.97
62,15,43,16,34,62,45,72.05
93,11,39,26,32,93,39,102.07
66,14,44,19,15,66,44,75.62
93,15,43,30,46,93,49,104.26
73,14,44,11,28,73,19,81.77
45,7,45,44,23,42,42,55.07
45,6,45,23,32,35,42,54.21
88,11,54,40,56,62,88,102.09
52,10,38,41,44,52,52,63.68
56,6,38,16,49,56,28,66.19
52,7,41,23,7,52,30,60.32
44,5,44,29,13,35,27,51.55
57,5,42,46,8,57,28,66.77
54,5,42,16,9,54,26,62.15
55,7,39,36,28,55,45,65.05
66,8,45,66,24,54,44,77.79
61,9,44,13,19,61,42,70.43
45,8,36,31,13,45,28,52.85
52,7,44,27,12,52,33,61.1
59,8,50,20,20,59,43,69.53
47,8,46,10,21,45,47,56.85
49,10,36,10,19,49,42,57.78
34,11,31,34,18,34,32,41.79
47,15,45,47,25,43,44,57.46
58,15,58,23,26,56,43,69.68
50,13,46,50,19,42,44,60.45
48,15,48,31,40,34,33,57.13
40,17,40,10,39,39,30,48.84
40,15,39,13,24,39,40,48.71
53,14,41,14,38,53,42,62.53
77,15,45,77,30,52,54,89.35
53,18,44,19,14,53,47,63.13
63,26,49,49,23,63,39,74.33
57,15,54,13,31,57,38,68.05
84,15,74,11,47,84,52,99.05
102,18,84,16,53,102,44,118.65
97,17,97,21,41,75,63,112.81
63,16,44,20,28,63,47,73.37
43,15,35,7,14,43,9,49.53
44,22,44,10,15,40,18,51.86
44,22,40,11,25,34,44,52.75
41,23,41,30,37,31,37,49.85
70,20,32,11,17,70,31,77.2
68,8,51,29,28,68,38,78.77
73,14,71,67,54,73,49,89.2
87,11,54,13,36,87,40,98.19
77,9,77,13,24,73,27,90.13
81,9,80,81,51,56,41,97.73
48,10,36,16,48,44,41,57.79
53,10,47,14,14,53,42,62.81
38,9,33,10,11,38,24,44.66
67,13,38,67,31,50,36,77.87
95,13,28,17,24,95,37,102.9
72,14,37,13,24,72,36,80.24
77,13,77,11,21,69,37,89.99
65,8,45,20,35,65,30,74.58
96,8,54,96,48,48,50,108.6
65,8,45,41,65,65,45,78.8
133,11,133,16,41,75,42,147.6
90,13,90,14,47,87,63,107.55
100,17,100,57,41,87,56,118.01
115,14,115,19,46,75,54,130.39
101,9,101,19,56,81,45,117.32
90,9,90,19,65,80,43,106.58
57,8,37,9,10,57,38,65.01
66,9,35,36,21,66,25,74.16
71,8,25,16,17,71,22,76.59
58,5,35,20,13,58,17,64.9
52,6,45,52,26,50,33,62.99
60,10,46,34,32,60,38,70.22
71,11,39,71,19,63,39,83.67
80,10,80,44,21,60,48,92.8
97,15,97,26,35,77,55,112.67
97,11,97,40,36,79,48,112.88
77,13,71,10,24,77,39,90.44
59,13,41,14,20,59,36,67.76
74,9,74,9,30,67,40,86.92
54,5,33,13,24,54,26,61.04
52,6,23,14,22,52,23,57.38
103,5,25,103,25,57,29,114.05
61,13,49,47,31,61,39,72.23
77,13,77,37,54,70,40,91.87
58,10,58,33,23,56,41,69.67
94,8,61,94,49,54,50,107.91
93,15,93,36,53,66,61,107.88
143,13,143,14,43,122,51,165.12
71,9,71,23,27,63,39,83.49
87,9,87,9,35,77,39,101.47
76,14,50,21,25,76,49,87.01
156,9,129,27,48,156,42,179.22
156,14,105,107,58,156,45,179.5
71,7,71,23,30,60,44,83.33
74,10,74,23,29,70,36,87.44
100,13,100,20,52,80,56,116.37
150,20,150,65,41,81,56,167.54
122,10,122,20,33,89,32,138.14
77,10,77,40,37,62,58,90.84
74,8,74,20,29,52,38,84.76
35,6,35,21,19,35,16,42.06
77,11,77,29,26,49,35,87.31
115,14,115,47,32,66,48,129.02
129,17,129,26,45,81,69,146.19
156,16,156,31,36,96,53,174.55
78,13,47,50,54,78,32,90.31
164,13,164,33,33,79,45,179.55
84,9,84,16,44,71,46,98.24
159,7,159,64,49,67,55,174.4
80,13,80,20,28,52,58,92.39
112,16,112,13,28,61,56,124.96
71,16,61,36,21,71,42,83.55
80,9,80,40,24,58,49,92.52
111,11,45,111,31,64,37,124.32
70,9,50,21,36,70,31,80.43
80,13,80,16,31,66,41,93.02
74,14,74,6,18,67,42,86.85
129,15,129,40,52,67,44,143.48
156,16,156,29,28,71,42,170.05
150,11,150,105,44,77,49,171.57
115,11,115,17,49,79,43,130.61
62,9,47,11,21,62,28,71.18
53,8,44,26,20,53,38,62.5
80,9,80,27,27,60,32,91.77
76,11,71,10,29,76,50,90.05
67,15,47,36,27,67,50,78.26
56,9,46,31,19,56,35,65.74
128,7,39,128,39,52,34,139.28
45,10,42,29,31,38,45,54.5
71,11,71,27,55,55,43,83.51
56,13,54,14,56,56,42,68.35
58,9,48,31,40,58,42,68.81
44,8,43,9,21,44,23,52.28
44,11,43,14,23,44,33,52.95
93,16,93,17,47,62,49,106.19
80,13,80,17,64,73,52,95.66
64,13,48,29,34,64,40,74.59
80,17,80,29,56,69,60,95.22
65,17,47,21,39,65,42,75.52
58,11,40,14,23,58,35,66.6
87,13,54,87,33,66,48,101.35
56,14,41,14,49,56,50,67.19
65,10,50,36,49,65,37,76.51
57,6,44,17,43,57,26,66.67
59,16,47,20,25,59,58,71.11
60,16,42,17,58,60,43,72.19
38,7,32,9,29,38,23,44.96
53,15,44,20,32,53,48,63.59
56,15,45,56,36,54,46,68.17
101,13,101,31,35,67,55,115.25
177,15,177,34,60,88,53,195.09
159,17,159,31,55,88,78,177.99
80,19,80,21,38,71,64,95.22
42,10,32,20,23,42,16,48.77
48,8,31,9,48,26,11,54.43
40,6,31,31,24,40,21,47.16
71,6,34,9,71,28,27,78.28
41,8,36,20,31,41,22,48.87
46,8,36,16,11,46,30,53.52
64,14,43,41,25,64,44,74.21
102,16,47,102,25,68,42,116.05
60,10,44,21,49,60,37,70.81
107,11,42,81,41,107,30,122.78
77,15,23,20,31,77,46,86.46
41,9,28,13,41,33,28,48.26
40,13,28,21,27,39,40,48.34
52,10,40,24,20,52,29,60.43
60,10,33,27,16,60,25,67.22
54,13,24,11,24,54,37,61.6
58,14,40,34,31,58,44,68.04
51,10,32,31,45,51,38,61.01
87,9,24,87,29,40,35,95.9
37,7,31,16,21,37,31,44.01
45,7,37,16,13,45,37,53.05
53,9,44,16,10,53,33,61.86
41,9,40,19,11,40,41,49.69
42,9,36,20,12,42,33,49.78
66,8,31,16,20,58,66,77.05
54,11,30,40,30,54,40,63.31
53,9,33,17,34,53,31,60.8
44,9,35,7,44,38,30,52.3
51,9,34,24,16,51,42,59.89
65,16,39,11,31,54,65,76.1
65,22,34,51,49,65,63,78.88
81,23,71,41,69,81,64,97.43
87,18,87,30,60,81,72,104.73
67,17,67,24,53,63,54,80.86
93,16,93,21,42,64,47,106.37
83,16,77,29,33,83,56,98.75
70,17,51,29,43,70,53,82.11
67,17,50,36,54,67,62,80.89
67,15,67,21,48,62,55,80.58
81,9,27,21,23,81,43,89.77
48,6,30,46,20,48,18,57.22
105,7,31,105,21,45,25,114.29
138,8,31,138,13,40,31,146.51
99,8,29,99,36,35,30,107.41
79,10,27,79,43,46,40,89.49
30,9,21,16,27,30,17,35.85
50,8,19,50,44,35,31,59.43
45,16,26,26,19,45,42,53.66
67,18,42,34,38,64,67,80.32
77,20,42,40,39,77,48,88.08
53,11,35,37,24,52,53,63.94
51,11,41,23,33,51,36,60.18
52,8,31,17,14,52,24,58.55
42,10,32,17,12,42,40,50.28
57,11,31,36,44,57,48,67.85
72,16,29,52,28,72,46,83.4
56,20,36,21,23,56,38,64.58
57,9,24,24,26,57,42,65.65
62,10,43,19,32,62,48,72.47
152,9,42,33,45,152,61,164.99
37,9,32,17,18,37,22,43.69
45,11,31,21,14,45,40,53.36
47,11,30,16,17,47,35,54.52
63,8,33,20,22,63,29,70.32
68,11,31,11,53,68,43,79.05
55,10,31,13,11,55,33,62.08
41,8,27,33,9,41,35,48.7
69,9,21,69,14,48,32,78.59
56,10,26,56,35,45,38,65.97
48,8,34,11,23,48,30,55.36
77,8,36,77,22,55,32,88.21
59,17,15,13,46,59,48,69.27
58,15,29,23,49,58,50,69.14
63,9,27,54,58,63,38,75.79
85,11,26,85,33,46,46,95.49
58,11,28,14,58,50,36,68.25
53,7,27,13,20,53,26,59.08
52,11,34,51,30,52,18,62.42
56,11,31,29,20,56,25,63.11
64,13,23,16,12,64,30,70.35
74,11,23,33,29,74,46,83.7
74,10,18,11,17,74,22,78.86
