Overall AQI Value,CO,Ozone,SO2,PM10,PM25,NO2,Wens AQI
56,8,28,16,13,56,27,62.21
51,8,29,7,18,51,31,57.69
41,9,19,7,11,41,18,45.22
42,14,31,14,11,42,35,49.47
51,15,31,16,35,51,23,58.73
55,10,28,40,35,55,42,64.66
52,9,19,16,43,52,42,61.34
58,10,21,11,19,58,36,65.15
69,8,30,11,18,69,28,75.56
58,7,29,23,15,58,21,64.29
56,9,31,10,25,56,30,62.94
40,10,32,26,19,32,40,47.4
67,9,28,67,31,55,38,78.42
100,8,26,56,38,100,34,111.58
64,9,31,64,18,52,37,74.72
94,9,28,94,19,46,31,103.48
58,7,24,13,21,58,29,64.3
64,9,25,36,45,64,42,74.16
80,9,21,26,51,80,40,90.68
49,8,19,6,10,49,36,55.77
57,8,23,55,10,57,21,67.1
55,11,19,34,32,55,33,62.88
62,11,19,55,20,62,31,72.69
64,9,22,27,14,64,27,70.21
53,9,31,14,29,53,38,61.2
49,9,31,17,13,49,32,56.04
66,10,9,19,19,66,34,72.72
57,13,22,16,12,57,30,63.3
50,10,25,17,14,50,39,57.82
54,8,19,10,10,54,27,59.48
60,11,29,60,41,56,43,72.06
51,14,24,9,12,51,42,59.11
50,10,25,39,18,50,33,58.46
42,11,20,26,17,41,42,50.3
61,11,21,61,19,51,31,71.11
70,11,19,40,20,70,42,79.19
63,9,19,10,14,63,26,68.42
55,8,29,30,26,55,19,61.93
94,9,30,50,94,85,25,110.44
49,8,27,29,28,49,37,57.18
97,8,17,97,35,68,38,110.22
58,7,19,30,30,58,37,66.1
64,9,23,64,39,58,47,76.38
59,10,24,37,42,59,53,70.37
70,14,23,13,20,70,48,79.16
102,11,27,102,42,65,42,115.34
72,13,20,29,40,62,72,84.41
85,20,19,30,65,85,61,98.99
82,16,23,82,19,74,52,96.7
54,7,28,54,24,49,37,64.31
57,9,27,34,23,57,44,66.39
67,9,26,17,23,67,42,75.49
61,15,24,19,29,61,53,71.41
92,15,27,59,52,92,52,105.18
48,8,24,37,24,48,42,57.19
54,10,29,24,38,54,37,62.71
58,11,30,26,24,58,50,68.11
56,14,31,37,16,56,44,65.53
68,9,23,17,22,68,25,73.77
62,9,24,44,20,62,27,70.92
70,14,25,57,31,70,51,82.36
92,20,16,23,20,92,78,105.81
99,15,20,19,17,99,40,106.87
70,13,31,31,28,70,45,79.61
45,8,33,41,12,45,29,53.7
60,8,33,60,18,46,38,69.9
55,8,30,11,14,55,47,64.13
65,7,34,20,19,65,39,73.4
75,11,19,65,15,75,40,87.54
92,14,15,55,21,92,37,102.96
137,11,29,40,44,137,38,147.05
83,8,32,16,13,83,43,91.71
63,16,34,6,17,63,52,73.22
71,13,23,43,10,71,43,80.42
59,13,34,37,17,59,38,67.7
119,13,31,119,17,40,36,127.89
91,11,29,91,26,65,36,103.76
53,7,31,24,25,53,31,60.25
87,8,32,81,70,87,36,104.09
108,8,33,108,19,32,31,115.63
79,10,27,79,26,43,45,89.06
58,9,25,11,19,58,39,65.79
66,10,21,7,19,66,31,72.35
69,11,32,24,24,69,47,78.72
52,11,34,21,28,52,45,61.54
52,11,38,11,44,51,52,62.94
57,14,40,21,14,42,57,66.14
72,16,35,11,16,54,72,82.6
52,10,26,26,14,52,38,59.9
52,13,30,33,14,52,42,60.96
77,18,34,23,18,77,54,87.8
61,10,33,41,23,61,38,70.27
49,10,33,31,14,49,48,58.85
52,10,34,33,17,52,52,62.6
106,10,31,106,33,54,40,117.48
74,13,28,14,26,74,54,84.43
67,9,38,67,47,58,42,79.74
104,10,31,104,24,55,43,115.6
70,10,33,55,14,70,39,81.24
74,8,34,74,18,51,23,84.25
53,7,34,24,21,53,38,61.37
56,7,36,26,20,56,43,65.24
58,7,48,10,58,58,29,69.95
62,6,42,9,46,62,22,71.68
115,6,37,115,27,62,47,127.99
66,7,38,66,48,58,42,78.77
47,7,38,16,20,47,41,55.84
58,8,44,17,15,58,27,66.67
122,7,35,122,23,68,33,135.14
159,14,44,159,44,62,62,173.3
74,14,40,14,39,74,52,85
64,19,44,24,51,64,44,75.4
72,19,45,11,53,72,55,84.29
77,10,47,14,19,77,27,86.16
77,9,44,9,16,77,23,85.34
75,9,33,11,27,75,30,82.3
80,9,45,9,45,80,42,90.11
92,11,77,10,46,92,65,108.04
85,13,47,16,57,85,61,98.39
60,9,43,20,17,60,45,69.73
58,9,38,10,14,58,36,66.07
65,10,41,17,17,65,20,72.93
42,8,42,21,16,23,18,47.26
162,8,44,10,27,162,30,170.92
72,8,42,72,41,42,33,81.96
47,8,37,47,16,19,26,54.63
65,11,35,17,19,65,33,72.73
57,13,44,11,15,57,37,66.12
83,22,42,27,29,83,37,92.49
61,10,45,9,25,61,43,70.69
65,13,45,27,51,65,42,76.41
57,17,42,29,57,43,24,66.78
60,11,45,21,60,33,22,69.37
46,10,46,39,18,43,38,55.62
50,14,50,33,27,49,47,61.04
70,7,46,59,70,65,29,84.27
133,8,48,54,133,85,49,150.47
64,8,40,55,64,56,39,76.81
45,10,39,17,26,28,45,53.21
79,11,47,46,44,79,64,92.86
54,10,50,10,47,50,54,65.24
61,9,36,11,18,61,29,68.52
64,8,45,7,28,64,18,72.74
44,8,44,44,27,41,30,53.87
40,8,40,26,15,38,40,48.8
51,8,50,10,30,47,51,61.73
54,19,54,54,25,51,53,66.46
56,10,36,56,16,46,37,65.89
43,13,43,4,26,41,28,51.37
86,7,44,33,86,41,23,95.84
66,10,44,64,66,38,54,80.04
92,9,47,65,40,92,56,106.38
61,8,47,9,28,61,51,71.82
76,10,48,17,76,57,40,88.19
49,7,47,17,33,49,41,59.17
52,7,45,14,18,52,25,60.71
64,7,64,17,20,55,36,74.86
76,13,44,6,30,76,54,87.22
67,8,43,11,23,67,40,76.21
56,8,50,14,34,52,56,67.34
57,8,50,6,48,57,37,67.86
54,10,46,26,13,54,54,65.28
67,8,33,41,24,67,34,76.07
64,10,43,26,23,64,49,74.58
80,9,33,9,22,80,53,90.31
55,9,47,26,26,55,51,66.13
46,8,38,24,31,44,46,55.68
71,8,44,71,21,48,48,81.98
90,10,90,13,32,53,53,101.6
46,17,44,17,17,40,46,55.45
54,14,51,29,29,43,54,65.1
101,15,101,43,42,54,73,116.5
100,13,100,51,66,51,60,115.07
49,14,40,29,48,35,49,59.62
71,9,71,37,28,52,60,83.99
115,10,115,10,33,59,72,129.71
169,10,169,11,48,78,48,184.38
112,7,112,67,44,74,34,128.08
48,14,38,7,40,48,38,57.01
56,22,44,56,16,50,37,67.04
115,9,115,11,35,56,48,126.81
140,6,140,6,66,70,42,154.82
87,9,87,41,35,54,37,98.68
80,10,80,20,55,57,27,92.34
147,9,147,9,33,66,34,159.53
69,7,54,27,52,69,25,80.81
67,8,67,33,57,58,39,80.07
51,9,39,21,39,51,34,59.99
43,10,40,39,13,43,25,51.81
49,8,46,13,12,49,37,58.33
79,8,58,79,37,53,37,91.91
84,6,84,59,40,56,29,97.09
103,19,43,103,31,45,34,113.39
60,20,39,60,32,52,46,71.72
52,18,44,31,29,52,45,62.33
64,9,64,33,31,58,49,76.52
140,10,140,59,52,61,54,154.32
147,7,147,16,50,69,56,161.54
147,6,147,10,39,68,29,159.99
64,7,64,6,36,62,49,76.67
62,8,49,39,54,62,36,74.13
47,9,45,16,24,47,32,56.24
105,7,105,9,31,56,52,116.87
177,7,177,13,39,64,54,190.41
105,7,105,14,41,64,40,117.8
61,6,61,20,19,54,28,71.34
90,6,90,11,50,70,35,103.98
77,8,77,10,36,62,32,89.02
59,7,54,7,36,59,27,69.65
67,9,67,10,37,59,46,79.18
84,10,84,70,27,54,47,98.78
126,14,126,62,54,76,36,142.44
150,11,150,43,30,63,48,163.42
56,14,36,23,56,41,23,65.01
90,9,90,24,45,59,50,102.82
140,9,140,39,49,61,52,153.6
192,10,192,13,70,77,63,208.67
84,11,84,37,35,84,68,101.55
161,10,161,7,32,71,54,175.26
105,8,105,13,41,84,39,120.77
179,10,179,11,76,96,52,198.56
129,8,129,65,53,74,41,145.31
103,7,61,67,59,103,27,117.89
129,9,129,84,67,99,53,150.54
195,8,195,92,64,82,48,215.22
94,20,84,94,53,69,40,112.11
56,6,38,7,34,56,25,64.1
71,8,71,31,33,58,47,83.41
48,6,43,40,44,48,28,58.17
100,6,100,33,27,87,44,116.51
136,5,136,17,46,62,51,149.16
115,10,115,14,42,74,87,132.97
115,15,115,14,38,81,63,131.5
122,9,122,69,33,61,78,139.12
105,10,105,26,46,62,71,120.29
100,7,100,57,57,65,45,114.71
108,13,108,31,50,66,42,121.99
80,22,80,11,12,59,39,91.59
57,20,51,21,29,57,44,68.05
140,11,140,14,38,60,52,152.75
80,9,80,11,33,67,63,94.17
129,8,129,44,76,72,58,146.12
60,6,58,7,24,60,45,71.63
87,8,87,9,54,66,42,100.7
55,7,50,21,43,55,49,66.3
52,7,51,7,37,52,41,62.65
54,7,44,9,19,54,26,62.53
64,10,64,23,29,64,61,77.79
150,8,150,9,40,68,48,163.66
64,8,64,7,25,58,50,75.93
115,13,115,24,38,64,42,128.07
185,13,185,13,52,67,53,199.13
206,10,206,20,62,76,68,222.54
108,14,108,14,35,64,39,120.67
45,7,44,24,25,45,36,54.45
100,8,100,6,31,45,79,114.94
140,8,140,9,58,58,68,154.52
68,9,61,4,31,54,68,80.69
53,11,40,16,19,53,39,61.76
49,7,33,17,49,40,36,57.87
42,7,38,36,29,41,42,51.42
53,8,41,14,19,53,37,61.74
93,8,45,6,21,93,69,106.24
69,8,61,27,31,69,65,83.04
77,8,77,9,61,58,50,90.31
65,6,42,6,26,65,45,74.55
66,7,44,49,23,36,66,76.8
64,9,64,30,30,53,62,77.24
97,7,97,41,26,59,63,110.81
65,7,49,43,43,61,65,78.39
64,8,50,34,24,54,64,75.84
98,6,93,13,31,98,64,116.09
129,6,129,14,44,60,52,141.82
177,6,177,30,47,68,57,191.65
195,6,195,41,53,77,52,211.12
59,6,42,9,33,59,25,67.69
61,6,61,4,21,55,44,72.03
77,9,67,77,34,62,61,92.14
90,8,90,64,24,56,44,103.84
101,8,101,29,34,62,42,113.74
84,7,84,13,57,63,48,97.59
54,7,35,1,19,54,17,60.69
60,6,43,1,23,60,12,67.97
59,13,49,19,24,59,36,69.14
71,9,71,7,46,60,42,83.39
54,8,47,7,30,52,54,64.98
84,8,84,16,30,56,47,95.75
62,10,50,19,29,62,52,73.36
34,6,32,33,19,34,25,41.49
41,8,34,7,18,41,32,48.29
46,8,40,13,27,41,46,55.03
71,7,71,7,44,52,38,81.97
115,6,115,17,30,60,47,127.35
60,9,36,30,60,55,39,71.61
45,9,41,41,20,45,45,55.11
67,9,67,23,25,59,56,79.7
71,10,71,16,23,58,55,83.33
63,8,42,13,38,63,53,74.15
46,8,29,31,46,44,34,55.58
49,9,41,9,49,40,44,58.72
56,7,33,23,56,35,46,65.84
52,8,35,13,44,52,42,61.74
46,6,29,39,36,46,30,54.89
38,7,31,29,16,38,38,46.22
57,8,42,10,57,38,51,67.79
60,8,47,20,42,60,44,70.57
58,7,36,13,33,58,35,66.14
44,8,39,14,32,44,42,53.25
52,9,40,14,27,52,47,61.96
84,14,84,33,41,64,45,97.47
55,7,39,13,24,55,32,63.26
58,13,39,11,22,58,48,67.96
46,8,46,10,41,46,35,55.93
64,8,28,4,24,64,34,71.18
59,7,47,51,56,59,43,71.82
42,6,26,29,31,32,42,49.51
41,6,25,29,29,41,29,47.94
39,7,32,16,16,39,39,47.16
38,7,36,13,34,38,38,46.51
58,6,45,6,40,58,32,67.57
42,9,28,24,19,36,42,49.75
46,9,37,33,46,31,41,55.37
40,11,31,11,19,33,40,47.21
61,8,31,10,30,61,40,69.43
46,7,31,7,18,46,28,52.62
47,8,31,46,17,47,42,57.04
52,8,46,6,30,48,52,62.32
55,6,29,11,20,48,55,64.33
37,5,23,21,30,37,23,43.58
38,8,18,16,20,38,27,43.81
67,7,29,67,19,39,34,75.58
58,9,38,6,20,58,45,67.29
63,7,24,4,27,63,42,71.31
64,7,26,6,26,64,27,70.07
58,7,34,7,35,58,31,65.78
51,6,33,20,31,51,23,58.42
25,8,22,14,23,24,25,30.55
51,8,29,10,30,51,20,57.63
44,9,32,14,44,23,22,50.76
138,10,31,11,138,30,29,145.05
100,7,30,46,100,35,17,109.66
53,7,30,16,45,53,31,62.29
97,7,30,97,55,72,40,112.02
35,7,35,10,31,32,28,42.18
34,7,34,9,10,28,30,40.35
41,8,36,6,9,39,41,49.05
55,8,36,9,16,55,40,63.38
78,14,19,10,31,78,56,88.71
91,15,27,7,37,91,31,99.01
85,11,21,10,40,85,26,93.04
83,15,19,9,32,83,36,90.77
65,16,33,7,26,65,27,72.21
41,5,36,20,30,41,19,48.73
43,8,24,43,15,25,13,48.59
48,9,24,39,24,48,37,56.75
67,9,19,9,20,67,35,73.9
94,10,19,41,54,94,42,105.5
94,14,26,21,52,94,67,107.73
108,17,24,19,49,108,57,120.03
87,13,22,19,28,87,50,96.85
82,9,30,17,41,82,42,91.38
113,13,29,19,51,113,39,123.69
111,15,26,11,66,111,46,124.13
82,8,32,26,37,82,26,90.27
75,5,27,75,61,57,19,87.97
44,6,28,16,23,44,26,50.34
53,7,18,27,31,53,29,60.07
57,7,23,7,53,57,29,67.07
54,9,26,54,49,52,31,65.48
92,11,21,92,60,60,37,105.27
68,9,20,17,41,68,33,76.63
84,10,24,17,34,84,27,91.37
77,13,25,7,37,77,36,85.18
73,7,23,24,26,73,22,79.07
67,8,26,9,30,67,23,73.52
40,7,25,27,31,40,33,47.61
34,8,30,21,22,34,33,41.39
53,8,11,10,22,53,26,58.5
67,8,25,57,16,67,22,77.64
38,7,30,10,19,38,24,44.35
50,8,28,19,14,50,25,56.19
52,7,29,31,19,52,38,60.28
43,7,23,21,31,43,35,50.75
48,7,24,14,30,48,43,56.78
53,7,26,16,29,53,32,60.16
63,10,16,27,28,63,48,72.56
54,9,22,10,15,54,29,60.04
41,7,18,39,13,41,25,48.79
66,9,19,11,26,66,34,73.09
69,8,15,14,29,69,37,76.66
74,11,23,30,29,74,34,81.75
63,6,25,21,25,63,30,69.73
93,6,27,56,71,93,32,107.69
40,7,28,29,18,40,38,48.14
58,8,33,11,18,58,42,66.61
53,8,31,11,19,53,35,60.48
35,7,35,23,18,33,32,42.44
52,11,34,19,42,52,24,60.97
61,9,30,13,26,61,55,71.62
64,8,21,13,21,64,42,72.11
75,7,29,19,23,75,36,82.76
63,6,26,23,25,63,31,69.97
54,7,27,20,19,54,38,61.9
59,7,31,49,41,59,32,69.73
54,8,25,30,45,54,45,64.18
68,7,26,27,52,68,34,78.63
78,7,31,44,78,55,38,89.9
58,7,24,21,25,58,36,65.62
81,8,28,43,31,81,34,90.41
67,8,26,11,26,67,35,74.37
79,7,22,13,30,79,33,86.22
69,9,31,69,53,53,46,81.23
65,14,28,10,21,55,65,75.45
59,7,24,9,13,59,29,65.06
39,7,24,13,32,39,25,45.86
52,7,24,24,19,52,21,57.67
53,9,27,30,29,53,43,62.16
63,14,26,11,44,62,63,75.41
66,16,27,19,52,66,49,77.33
43,7,34,21,43,37,41,52.17
38,7,28,10,24,30,38,44.65
54,5,30,54,50,29,27,64.17
58,6,31,43,58,51,25,68.98
51,6,30,19,51,34,27,58.58
42,7,29,16,35,39,42,50.57
87,6,30,27,87,55,41,98.5
60,8,29,7,58,60,46,71.81
61,7,22,36,28,61,41,70.02
64,8,26,21,35,64,51,74.42
77,7,19,10,26,77,26,82.85
70,8,14,11,29,70,33,76.98
59,7,19,6,19,59,40,66.53
36,8,28,19,25,24,36,42.39
52,6,29,29,52,44,25,61.19
47,6,23,33,47,33,37,55.38
57,7,29,13,25,57,33,64.23
60,7,32,19,32,60,32,67.49
48,11,35,11,22,48,46,57.42
78,9,29,17,32,78,73,91.56
70,11,31,11,26,70,61,81.55
94,10,27,10,31,94,43,102.84
54,8,32,7,24,54,42,62.61
59,8,31,9,16,59,42,67.43
46,6,30,10,12,46,29,52.45
42,6,31,21,19,42,34,49.51
51,9,31,26,31,51,44,60.38
61,9,25,23,30,61,45,70.3
53,7,35,47,28,53,39,63.33
38,9,36,31,38,34,38,46.89
62,7,36,19,54,62,30,72.95
43,8,34,26,19,37,43,51.23
50,6,34,9,21,50,42,58.66
70,6,31,24,70,38,25,78.29
54,10,35,26,34,54,45,63.8
47,8,37,10,21,46,47,56.45
52,9,33,13,28,52,41,60.71
55,6,42,51,20,55,39,65.99
110,11,40,110,23,65,57,123.97
81,17,39,24,18,70,81,94.46
61,8,38,23,12,61,24,68.68
66,9,35,30,19,66,52,76.62
34,8,34,11,18,31,33,41.16
38,9,38,17,13,22,38,45.49
43,8,43,17,17,29,37,50.76
57,9,45,27,26,51,57,68.05
69,11,41,20,18,54,69,80.02
60,9,40,11,19,60,33,68.34
54,9,36,27,16,54,48,63.95
46,10,43,46,21,45,46,56.53
70,10,47,23,19,70,61,82.44
63,7,43,13,16,63,39,72.05
72,7,38,14,28,72,56,83.21
44,6,33,30,14,44,40,52.59
44,6,44,21,35,43,35,53.38
60,7,44,49,57,60,39,72.73
86,5,37,86,47,52,54,98.43
72,6,38,44,38,72,47,82.83
49,6,39,7,16,49,35,57.12
43,3,43,17,12,33,18,49.46
49,5,42,49,31,43,36,58.94
69,2,45,41,69,30,23,78.88
55,2,40,21,50,55,45,65.99
53,5,38,19,44,53,42,62.89
56,7,41,33,32,49,56,66.77
52,6,45,16,20,52,52,62.83
38,2,38,19,33,35,16,45.62
50,9,38,10,50,18,28,57.75
47,6,42,37,44,40,47,57.3
55,7,44,27,26,37,55,64.58
64,7,49,36,44,53,64,76.07
81,11,64,46,56,79,81,98.2
69,6,51,11,30,66,69,82.33
67,2,54,51,55,67,33,79.65
56,5,44,39,56,42,38,66.29
49,5,47,33,44,49,47,59.99
51,5,47,29,24,38,51,61.06
71,6,67,51,55,71,62,86.33
56,6,46,19,56,43,24,65.97
71,3,51,10,71,52,38,82.34
73,5,41,49,23,73,29,83.49
55,5,43,51,48,55,37,66.7
53,8,37,40,32,53,37,62.31
55,10,37,13,21,55,25,62.58
39,5,33,16,12,37,39,46.81
39,2,39,34,13,30,37,47.13
51,5,39,51,22,33,40,60.1
46,5,46,10,18,41,25,54.01
43,3,43,13,30,38,38,51.49
45,7,42,14,12,45,40,53.89
49,6,38,20,16,49,38,57.38
56,5,40,6,15,56,43,64.92
42,2,42,41,19,25,31,50.6
50,3,49,50,23,34,39,60.47
54,2,54,13,13,42,49,63.99
71,3,71,20,21,54,57,83.1
53,7,38,10,25,53,45,62.42
46,5,46,34,16,40,36,54.85
55,3,46,30,25,38,55,64.93
56,3,54,11,32,50,56,67.49
80,5,80,33,31,62,46,92.93
86,5,67,13,44,86,42,99.4
63,7,51,27,44,63,42,74.3
74,1,74,9,42,58,25,85.49
122,2,122,13,44,67,56,136.01
60,7,32,20,60,49,41,70.51
51,7,29,11,25,51,28,57.54
58,3,54,26,44,58,37,69.59
61,7,61,30,44,55,48,73.2
67,10,67,31,61,60,65,81.72
84,11,84,54,59,72,54,100.02
97,6,97,33,81,70,76,115.07
67,7,67,23,44,67,63,81.61
57,2,30,36,36,57,24,65.3
55,5,42,55,28,51,41,66.18
67,3,39,67,35,57,39,79.01
57,6,48,56,35,57,48,69.52
136,6,136,21,61,59,74,151.81
85,5,64,44,62,58,85,99.79
101,5,80,17,68,73,101,118.4
62,7,42,33,46,58,62,74.57
76,5,74,13,31,76,43,90.18
115,3,115,9,44,83,53,131.19
108,0,108,26,73,62,35,123.27
67,0,67,11,31,43,39,76.24
47,0,44,47,23,45,41,57.23
99,0,34,99,17,36,22,106.88
44,5,35,14,19,36,44,51.86
52,6,38,16,19,52,37,60.31
62,5,61,11,20,62,33,73.47
71,1,44,6,27,71,21,79.5
57,1,37,6,30,57,52,67.38
93,2,93,14,27,56,43,104.39
58,0,42,10,37,58,33,67.01
67,0,67,7,13,40,30,74.9
58,0,58,9,13,44,28,66.44
104,0,24,104,10,44,26,112.58
56,0,44,56,23,46,40,66.36
64,0,64,20,24,55,51,75.68
74,0,74,27,19,55,36,84.97
58,0,46,16,20,58,32,67.22
60,0,58,16,22,60,46,71.76
74,0,74,27,35,60,45,86.49
101,0,101,7,37,67,45,114.18
62,0,49,7,19,62,44,72.07
93,0,93,34,51,63,64,107.45
80,0,80,13,31,72,60,94.68
46,0,46,6,20,39,25,53.62
80,1,44,80,14,42,33,89.65
58,3,58,10,24,58,37,69.26
91,3,80,91,19,41,36,106.18
97,3,97,33,49,40,60,109.94
43,1,36,11,27,43,21,50.4
48,2,48,31,26,48,36,58.16
119,5,119,11,36,63,70,133.64
61,5,54,7,34,61,41,72.02
57,5,48,7,25,57,31,66.44
61,2,61,14,20,51,31,70.9
61,3,61,23,32,55,34,72.08
63,3,50,7,39,63,42,73.55
61,3,61,6,25,49,42,71.1
112,3,112,31,38,63,43,125.01
53,3,50,19,37,53,35,63.46
52,10,36,6,17,52,15,58.81
60,9,43,11,24,60,20,68.36
44,16,41,26,43,44,28,53.74
50,9,35,23,16,50,24,57.32
72,13,36,20,32,72,47,82.02
117,8,77,13,51,117,32,132.08
115,8,115,17,55,99,41,133.84
68,6,51,10,28,68,34,78.17
77,6,77,10,28,64,26,88.78
65,7,51,6,33,65,44,75.71
68,7,67,6,44,68,52,81.73
58,9,47,10,29,58,34,67.62
60,9,43,7,26,60,32,68.82
77,8,77,26,22,55,30,87.79
77,7,77,14,22,54,44,88.09
100,6,100,16,29,59,16,111
87,7,87,10,42,72,40,100.97
108,7,108,10,36,62,50,120.79
108,5,108,33,46,60,36,120.73
80,5,80,50,54,60,40,93.55
74,2,64,13,74,56,36,87.4
80,6,80,10,53,44,22,90.85
77,2,77,24,24,55,23,87.41
101,3,101,14,28,56,34,111.97
88,7,32,24,88,33,30,95.7
40,7,32,40,26,28,28,47.35
95,9,58,95,44,42,40,107.63
41,7,38,19,34,41,37,49.68
47,8,21,19,44,47,25,55.73
110,6,24,110,12,19,23,115.43
43,8,39,43,23,26,24,51.17
53,8,41,10,27,53,41,62.02
64,11,48,26,31,64,51,75.3
61,9,61,27,27,45,43,71.07
61,11,61,23,33,50,43,71.88
41,11,41,10,19,39,25,48.8
38,10,35,14,15,38,28,45.33
36,7,36,20,19,35,33,43.75
64,8,48,19,29,64,31,73.79
84,10,84,26,37,53,36,95.14
41,14,40,39,26,41,19,49.99
48,9,48,39,31,43,42,58.04
61,9,61,29,34,49,24,71.2
61,9,58,11,28,61,48,72.97
51,10,49,23,43,51,40,61.86
38,13,32,4,38,35,26,45.67
38,8,32,16,23,38,37,46.01
54,9,46,10,39,40,54,63.97
77,13,77,17,38,58,56,89.73
80,11,80,10,30,72,45,93.97
122,10,122,17,29,65,45,135.02
93,11,93,89,52,65,56,111.87
100,7,100,26,52,75,50,115.44
65,6,61,23,52,65,47,78.21
52,8,49,26,25,52,42,62.55
58,7,45,36,21,58,30,67.64
74,6,74,7,30,49,29,83.63
87,5,87,27,25,58,28,98.19
77,6,77,47,55,63,42,91.04
74,6,74,34,59,59,39,87.32
89,6,71,89,30,52,26,103.43
81,11,61,61,35,81,42,94.85
77,7,77,23,29,63,53,90.21
42,6,42,7,12,37,24,49.19
71,6,71,49,29,64,31,84.31
35,6,35,7,15,33,15,41.2
43,7,38,40,20,28,43,51.93
97,7,67,97,44,47,57,111.79
43,8,41,24,31,31,43,51.88
67,6,67,26,31,50,40,77.7
72,8,67,34,47,72,50,86.25
65,10,58,10,34,65,28,76.26
126,7,126,10,47,69,32,139.61
74,7,74,13,71,70,44,89.36
61,8,61,51,51,59,51,74.52
59,9,39,33,59,50,31,69.82
65,8,36,10,65,27,27,72.57
42,7,42,7,14,38,38,50.09
49,8,33,10,16,49,30,56.05
36,9,31,24,14,36,22,42.66
43,7,42,6,18,43,29,51.31
55,5,48,14,28,55,43,65.24
66,7,50,13,26,66,32,75.95
43,5,30,43,22,38,34,51.49
41,3,26,37,34,41,22,49.24
34,3,34,30,16,34,23,41.41
42,5,42,21,22,42,34,50.91
47,6,47,14,20,47,37,56.64
61,9,61,39,42,59,42,73.66
71,8,71,40,30,63,51,84.48
67,7,67,9,27,54,45,78.14
50,3,47,7,30,50,28,59.28
36,5,34,14,18,36,32,43.39
51,7,43,9,30,51,48,61.2
54,3,43,10,33,54,42,63.44
52,7,44,20,31,52,46,62.19
56,7,27,11,22,56,44,64.68
63,10,28,30,33,63,43,72.36
58,7,29,9,21,58,27,64.37
36,3,27,36,12,32,23,42.88
56,5,32,37,27,40,56,65.08
52,7,40,19,33,52,51,62.76
53,7,45,10,22,53,51,63.61
65,9,51,19,42,65,56,77.26
67,8,67,19,34,66,61,81.09
63,6,38,34,40,63,38,72.4
55,7,32,9,28,55,33,62.36
51,8,34,20,15,51,37,59.03
59,6,25,59,20,53,31,69.46
44,5,19,27,21,44,25,50.15
48,9,25,30,19,48,43,56.92
52,9,19,34,26,52,31,59.64
36,6,30,29,27,36,30,43.18
46,6,34,11,21,46,26,53.1
40,7,27,29,29,40,25,46.91
53,9,20,46,32,53,36,62.83
55,9,26,23,23,55,32,62.11
60,6,27,27,34,60,38,68.54
61,6,30,61,48,43,46,72.02
54,6,27,27,44,54,28,63.14
51,7,25,13,21,51,35,58.25
59,11,25,14,44,59,38,68.39
62,7,19,9,26,62,33,68.88
90,8,22,6,33,90,34,97.41
47,5,22,19,9,47,29,53.06
50,5,19,36,28,50,22,57.67
75,6,19,17,30,75,24,81.48
53,6,25,13,12,53,28,59.01
52,3,26,7,17,52,32,58.61
59,5,24,9,20,59,31,65.48
56,5,23,34,24,56,45,65.44
62,5,23,39,24,62,31,70.39
63,7,28,39,29,63,36,71.86
40,6,31,34,28,40,21,47.69
66,7,29,39,29,66,32,74.68
43,8,24,24,27,43,32,50.19
44,6,27,26,29,44,30,51.07
45,6,23,19,38,45,32,53.2
50,5,24,17,39,50,30,58.22
186,3,23,17,44,186,39,195.38
73,2,23,9,32,73,20,79.55
55,1,30,41,18,55,23,63.48
60,0,25,47,30,60,30,69.65
53,0,28,14,31,53,49,62.74
56,1,22,7,40,56,32,64.19
72,0,17,6,51,72,34,81.81
64,1,29,13,32,64,40,72.45
69,1,30,29,69,66,25,81.49
50,0,29,23,20,50,27,56.56
53,1,21,13,53,52,40,63.49
58,3,26,11,48,58,32,67.57
75,2,28,52,64,75,36,88.5
56,2,20,14,35,56,29,63.4
68,6,24,24,44,68,53,79.17
75,2,28,17,38,75,42,84.12
91,5,22,6,46,91,43,100.66
91,8,26,17,50,91,61,103.59
117,3,14,6,54,117,33,127.18
91,3,17,6,46,91,30,99.89
53,2,23,16,26,53,25,58.95
59,5,21,6,34,59,33,66.34
71,7,25,71,33,65,37,83.83
60,7,31,6,33,60,34,67.57
70,5,24,33,36,70,26,78.1
58,5,30,41,54,58,39,69.58
63,6,29,23,38,63,42,72.3
60,6,26,26,57,60,42,71.75
76,9,24,26,59,76,49,88.39
72,8,24,13,31,72,29,78.92
65,6,27,27,31,65,25,72.1
68,8,28,14,36,68,57,79.27
72,6,32,24,33,72,35,80.08
55,6,32,21,46,55,39,64.97
69,14,31,6,48,69,44,79.36
73,11,22,4,23,73,43,81.3
65,7,27,7,26,65,26,71.08
53,6,33,7,16,53,26,59.77
60,5,25,26,32,60,28,67.27
62,5,20,11,37,62,31,69.77
61,5,31,10,26,61,24,67.68
56,6,31,34,27,56,45,65.67
67,7,24,10,37,67,40,75.6
58,5,30,10,29,58,31,64.98
56,5,31,17,22,56,28,62.88
59,6,26,40,57,59,34,70.81
66,8,24,24,31,66,38,74.29
60,6,36,36,33,60,38,68.94
62,8,32,62,25,55,43,73.62
63,10,31,20,31,63,58,74.37
53,8,29,11,31,53,37,60.98
66,10,34,55,47,66,32,78.02
50,7,31,24,14,50,22,56.64
54,6,31,17,21,54,54,64.47
