Overall AQI Value,Ozone,PM25,NO2
61,61,59,38
93,93,84,36
84,54,84,36
80,77,80,42
100,100,75,61
68,46,68,47
70,48,70,31
64,64,60,42
77,77,57,57
66,49,66,42
64,51,64,49
51,51,43,32
53,42,53,52
64,64,57,33
97,97,69,50
83,58,83,42
79,46,79,31
80,50,80,45
93,93,89,78
126,126,115,58
90,90,89,52
105,105,75,57
75,44,75,58
99,44,99,35
103,61,103,46
87,50,87,40
114,90,114,38
136,136,101,53
126,126,90,73
119,119,83,49
136,136,59,44
90,90,79,43
90,90,67,39
70,41,70,38
61,36,61,41
66,36,66,44
83,67,83,50
140,140,89,60
100,93,100,54
101,101,84,39
58,49,58,20
64,43,64,27
74,64,74,39
71,44,71,42
61,48,61,38
90,90,62,51
122,122,75,49
126,126,91,40
79,48,79,39
71,45,71,32
66,37,66,40
67,34,67,44
59,29,52,18
79,34,74,30
62,42,62,35
64,50,64,18
109,38,68,28
60,33,60,28
53,27,53,24
54,46,54,24
72,30,72,29
61,41,61,32
64,44,64,51
63,44,63,37
62,54,62,42
71,37,71,30
86,43,64,56
64,35,64,38
55,37,55,24
69,45,69,54
84,84,69,52
58,34,58,28
77,47,77,26
71,37,71,26
53,31,53,25
45,31,45,25
53,33,53,42
70,43,70,42
68,50,68,57
56,35,54,40
59,36,59,48
32,32,32,16
34,34,27,34
43,34,41,43
74,42,74,57
106,54,81,50
79,43,79,57
92,44,74,53
87,71,87,61
87,87,85,66
87,64,87,60
79,61,79,45
60,31,60,43
59,38,57,44
65,39,55,45
96,40,62,45
57,35,57,37
52,35,52,41
62,35,62,46
52,41,52,42
77,32,70,42
57,33,57,52
66,38,66,36
69,42,69,47
74,35,74,34
57,29,57,23
49,34,36,28
39,26,39,21
54,26,54,40
54,35,54,30
35,35,31,28
52,30,52,42
57,31,57,54
102,23,102,60
54,31,54,36
47,31,47,40
54,31,54,42
69,32,69,46
70,40,70,54
81,42,81,55
114,43,114,52
105,30,105,61
125,30,125,35
75,28,75,33
48,31,48,30
58,30,58,46
77,27,77,53
85,19,85,39
69,28,69,37
85,25,85,39
74,27,74,28
91,35,91,25
73,28,73,34
50,20,43,42
55,21,55,30
56,25,56,28
47,27,36,28
90,28,90,40
58,24,58,40
61,26,61,32
55,19,55,26
81,20,81,25
54,27,54,36
71,20,71,43
62,31,62,40
85,32,85,44
70,29,70,42
83,31,83,44
73,26,73,49
82,21,82,62
96,22,96,47
98,23,98,42
37,37,35,30
96,31,96,44
81,30,81,54
88,29,88,84
80,31,80,66
105,33,84,48
114,31,77,36
104,27,83,46
95,31,95,69
112,30,112,41
81,29,81,43
85,27,85,52
92,25,92,42
44,31,44,34
43,33,43,36
69,32,69,53
79,22,79,48
85,22,85,44
71,26,71,34
65,23,65,27
51,32,35,12
50,33,23,31
46,25,46,46
102,31,55,33
59,22,59,56
84,31,84,43
50,30,50,38
75,28,27,34
67,31,67,49
67,35,67,53
52,31,52,36
75,32,75,41
69,33,69,48
77,21,77,46
98,29,98,39
64,31,64,47
84,29,84,43
62,33,62,34
65,33,65,48
58,31,58,50
69,30,69,49
63,31,63,37
64,34,64,43
82,29,82,42
95,31,95,51
90,31,90,48
83,32,83,50
78,38,78,56
81,35,81,42
74,38,74,42
75,40,75,30
83,42,83,18
81,44,81,51
100,37,62,62
64,40,64,52
71,38,71,57
73,35,73,43
65,37,64,65
107,36,67,42
74,33,64,44
72,36,72,63
69,42,69,58
85,44,63,39
67,67,54,35
79,43,40,57
55,34,55,54
82,31,82,49
64,33,64,33
69,38,49,25
36,36,35,29
58,32,58,33
52,36,52,29
58,36,58,49
71,28,71,42
75,36,75,37
48,37,48,47
68,38,68,48
53,35,53,38
63,43,63,60
87,36,76,54
45,39,45,39
53,35,53,43
72,31,72,44
52,38,52,22
46,38,35,46
69,29,69,54
84,33,84,40
63,31,63,46
79,42,69,61
76,42,60,63
59,41,59,35
63,36,63,43
57,39,57,48
70,31,70,47
70,42,70,51
61,38,61,35
68,39,68,55
63,42,63,55
55,37,55,47
74,32,74,36
66,31,66,26
66,38,66,39
39,39,38,38
49,43,45,49
61,43,32,15
45,44,27,35
49,44,42,49
61,45,36,61
46,46,42,40
65,50,52,65
74,34,74,71
99,44,68,48
60,46,60,50
67,36,67,35
47,45,43,47
62,43,62,45
93,39,93,39
66,44,66,44
93,43,93,49
73,44,73,19
45,45,42,42
45,45,35,42
88,54,62,88
52,38,52,52
56,38,56,28
52,41,52,30
44,44,35,27
57,42,57,28
54,42,54,26
55,39,55,45
66,45,54,44
61,44,61,42
45,36,45,28
52,44,52,33
59,50,59,43
47,46,45,47
49,36,49,42
34,31,34,32
47,45,43,44
58,58,56,43
50,46,42,44
48,48,34,33
40,40,39,30
40,39,39,40
53,41,53,42
77,45,52,54
53,44,53,47
63,49,63,39
57,54,57,38
84,74,84,52
102,84,102,44
97,97,75,63
63,44,63,47
43,35,43,9
44,44,40,18
44,40,34,44
41,41,31,37
70,32,70,31
68,51,68,38
73,71,73,49
87,54,87,40
77,77,73,27
81,80,56,41
48,36,44,41
53,47,53,42
38,33,38,24
67,38,50,36
95,28,95,37
72,37,72,36
77,77,69,37
65,45,65,30
96,54,48,50
65,45,65,45
133,133,75,42
90,90,87,63
100,100,87,56
115,115,75,54
101,101,81,45
90,90,80,43
57,37,57,38
66,35,66,25
71,25,71,22
58,35,58,17
52,45,50,33
60,46,60,38
71,39,63,39
80,80,60,48
97,97,77,55
97,97,79,48
77,71,77,39
59,41,59,36
74,74,67,40
54,33,54,26
52,23,52,23
103,25,57,29
61,49,61,39
77,77,70,40
58,58,56,41
94,61,54,50
93,93,66,61
143,143,122,51
71,71,63,39
87,87,77,39
76,50,76,49
156,129,156,42
156,105,156,45
71,71,60,44
74,74,70,36
100,100,80,56
150,150,81,56
122,122,89,32
77,77,62,58
74,74,52,38
35,35,35,16
77,77,49,35
115,115,66,48
129,129,81,69
156,156,96,53
78,47,78,32
164,164,79,45
84,84,71,46
159,159,67,55
80,80,52,58
112,112,61,56
71,61,71,42
80,80,58,49
111,45,64,37
70,50,70,31
80,80,66,41
74,74,67,42
129,129,67,44
156,156,71,42
150,150,77,49
115,115,79,43
62,47,62,28
53,44,53,38
80,80,60,32
76,71,76,50
67,47,67,50
56,46,56,35
128,39,52,34
45,42,38,45
71,71,55,43
56,54,56,42
58,48,58,42
44,43,44,23
44,43,44,33
93,93,62,49
80,80,73,52
64,48,64,40
80,80,69,60
65,47,65,42
58,40,58,35
87,54,66,48
56,41,56,50
65,50,65,37
57,44,57,26
59,47,59,58
60,42,60,43
38,32,38,23
53,44,53,48
56,45,54,46
101,101,67,55
177,177,88,53
159,159,88,78
80,80,71,64
42,32,42,16
48,31,26,11
40,31,40,21
71,34,28,27
41,36,41,22
46,36,46,30
64,43,64,44
102,47,68,42
60,44,60,37
107,42,107,30
77,23,77,46
41,28,33,28
40,28,39,40
52,40,52,29
60,33,60,25
54,24,54,37
58,40,58,44
51,32,51,38
87,24,40,35
37,31,37,31
45,37,45,37
53,44,53,33
41,40,40,41
42,36,42,33
66,31,58,66
54,30,54,40
53,33,53,31
44,35,38,30
51,34,51,42
65,39,54,65
65,34,65,63
81,71,81,64
87,87,81,72
67,67,63,54
93,93,64,47
83,77,83,56
70,51,70,53
67,50,67,62
67,67,62,55
81,27,81,43
48,30,48,18
105,31,45,25
138,31,40,31
99,29,35,30
79,27,46,40
30,21,30,17
50,19,35,31
45,26,45,42
67,42,64,67
77,42,77,48
53,35,52,53
51,41,51,36
52,31,52,24
42,32,42,40
57,31,57,48
72,29,72,46
56,36,56,38
57,24,57,42
62,43,62,48
152,42,152,61
37,32,37,22
45,31,45,40
47,30,47,35
63,33,63,29
68,31,68,43
55,31,55,33
41,27,41,35
69,21,48,32
56,26,45,38
48,34,48,30
77,36,55,32
59,15,59,48
58,29,58,50
63,27,63,38
85,26,46,46
58,28,50,36
53,27,53,26
52,34,52,18
56,31,56,25
64,23,64,30
74,23,74,46
74,18,74,22
56,28,56,27
51,29,51,31
41,19,41,18
42,31,42,35
51,31,51,23
55,28,55,42
52,19,52,42
58,21,58,36
69,30,69,28
58,29,58,21
56,31,56,30
40,32,32,40
67,28,55,38
100,26,100,34
64,31,52,37
94,28,46,31
58,24,58,29
64,25,64,42
80,21,80,40
49,19,49,36
57,23,57,21
55,19,55,33
62,19,62,31
64,22,64,27
53,31,53,38
49,31,49,32
66,9,66,34
57,22,57,30
50,25,50,39
54,19,54,27
60,29,56,43
51,24,51,42
50,25,50,33
42,20,41,42
61,21,51,31
70,19,70,42
63,19,63,26
55,29,55,19
94,30,85,25
49,27,49,37
97,17,68,38
58,19,58,37
64,23,58,47
59,24,59,53
70,23,70,48
102,27,65,42
72,20,62,72
85,19,85,61
82,23,74,52
54,28,49,37
57,27,57,44
67,26,67,42
61,24,61,53
92,27,92,52
48,24,48,42
54,29,54,37
58,30,58,50
56,31,56,44
68,23,68,25
62,24,62,27
70,25,70,51
92,16,92,78
99,20,99,40
70,31,70,45
45,33,45,29
60,33,46,38
55,30,55,47
65,34,65,39
75,19,75,40
92,15,92,37
137,29,137,38
83,32,83,43
63,34,63,52
71,23,71,43
59,34,59,38
119,31,40,36
91,29,65,36
53,31,53,31
87,32,87,36
108,33,32,31
79,27,43,45
58,25,58,39
66,21,66,31
69,32,69,47
52,34,52,45
52,38,51,52
57,40,42,57
72,35,54,72
52,26,52,38
52,30,52,42
77,34,77,54
61,33,61,38
49,33,49,48
52,34,52,52
106,31,54,40
74,28,74,54
67,38,58,42
104,31,55,43
70,33,70,39
74,34,51,23
53,34,53,38
56,36,56,43
58,48,58,29
62,42,62,22
115,37,62,47
66,38,58,42
47,38,47,41
58,44,58,27
122,35,68,33
159,44,62,62
74,40,74,52
64,44,64,44
72,45,72,55
77,47,77,27
77,44,77,23
75,33,75,30
80,45,80,42
92,77,92,65
85,47,85,61
60,43,60,45
58,38,58,36
65,41,65,20
42,42,23,18
162,44,162,30
72,42,42,33
47,37,19,26
65,35,65,33
57,44,57,37
83,42,83,37
61,45,61,43
65,45,65,42
57,42,43,24
60,45,33,22
46,46,43,38
50,50,49,47
70,46,65,29
133,48,85,49
64,40,56,39
45,39,28,45
79,47,79,64
54,50,50,54
61,36,61,29
64,45,64,18
44,44,41,30
40,40,38,40
51,50,47,51
54,54,51,53
56,36,46,37
43,43,41,28
86,44,41,23
66,44,38,54
92,47,92,56
61,47,61,51
76,48,57,40
49,47,49,41
52,45,52,25
64,64,55,36
76,44,76,54
67,43,67,40
56,50,52,56
57,50,57,37
54,46,54,54
67,33,67,34
64,43,64,49
80,33,80,53
55,47,55,51
46,38,44,46
71,44,48,48
90,90,53,53
46,44,40,46
54,51,43,54
101,101,54,73
100,100,51,60
49,40,35,49
71,71,52,60
115,115,59,72
169,169,78,48
112,112,74,34
48,38,48,38
56,44,50,37
115,115,56,48
140,140,70,42
87,87,54,37
80,80,57,27
147,147,66,34
69,54,69,25
67,67,58,39
51,39,51,34
43,40,43,25
49,46,49,37
79,58,53,37
84,84,56,29
103,43,45,34
60,39,52,46
52,44,52,45
64,64,58,49
140,140,61,54
147,147,69,56
147,147,68,29
64,64,62,49
62,49,62,36
47,45,47,32
105,105,56,52
177,177,64,54
105,105,64,40
61,61,54,28
90,90,70,35
77,77,62,32
59,54,59,27
67,67,59,46
84,84,54,47
126,126,76,36
150,150,63,48
56,36,41,23
90,90,59,50
140,140,61,52
192,192,77,63
84,84,84,68
161,161,71,54
105,105,84,39
179,179,96,52
129,129,74,41
103,61,103,27
129,129,99,53
195,195,82,48
94,84,69,40
56,38,56,25
71,71,58,47
48,43,48,28
100,100,87,44
136,136,62,51
115,115,74,87
115,115,81,63
122,122,61,78
105,105,62,71
100,100,65,45
108,108,66,42
80,80,59,39
57,51,57,44
140,140,60,52
80,80,67,63
129,129,72,58
60,58,60,45
87,87,66,42
55,50,55,49
52,51,52,41
54,44,54,26
64,64,64,61
150,150,68,48
64,64,58,50
115,115,64,42
185,185,67,53
206,206,76,68
108,108,64,39
45,44,45,36
100,100,45,79
140,140,58,68
68,61,54,68
53,40,53,39
49,33,40,36
42,38,41,42
53,41,53,37
93,45,93,69
69,61,69,65
77,77,58,50
65,42,65,45
66,44,36,66
64,64,53,62
97,97,59,63
65,49,61,65
64,50,54,64
98,93,98,64
129,129,60,52
177,177,68,57
195,195,77,52
59,42,59,25
61,61,55,44
77,67,62,61
90,90,56,44
101,101,62,42
84,84,63,48
54,35,54,17
60,43,60,12
59,49,59,36
71,71,60,42
54,47,52,54
84,84,56,47
62,50,62,52
34,32,34,25
41,34,41,32
46,40,41,46
71,71,52,38
115,115,60,47
60,36,55,39
45,41,45,45
67,67,59,56
71,71,58,55
63,42,63,53
46,29,44,34
49,41,40,44
56,33,35,46
52,35,52,42
46,29,46,30
38,31,38,38
57,42,38,51
60,47,60,44
58,36,58,35
44,39,44,42
52,40,52,47
84,84,64,45
55,39,55,32
58,39,58,48
46,46,46,35
64,28,64,34
59,47,59,43
42,26,32,42
41,25,41,29
39,32,39,39
38,36,38,38
58,45,58,32
42,28,36,42
46,37,31,41
40,31,33,40
61,31,61,40
46,31,46,28
47,31,47,42
52,46,48,52
55,29,48,55
37,23,37,23
38,18,38,27
67,29,39,34
58,38,58,45
63,24,63,42
64,26,64,27
58,34,58,31
51,33,51,23
25,22,24,25
51,29,51,20
44,32,23,22
138,31,30,29
100,30,35,17
53,30,53,31
97,30,72,40
35,35,32,28
34,34,28,30
41,36,39,41
55,36,55,40
78,19,78,56
91,27,91,31
85,21,85,26
83,19,83,36
65,33,65,27
41,36,41,19
43,24,25,13
48,24,48,37
67,19,67,35
94,19,94,42
94,26,94,67
108,24,108,57
87,22,87,50
82,30,82,42
113,29,113,39
111,26,111,46
82,32,82,26
75,27,57,19
44,28,44,26
53,18,53,29
57,23,57,29
54,26,52,31
92,21,60,37
68,20,68,33
84,24,84,27
77,25,77,36
73,23,73,22
67,26,67,23
40,25,40,33
34,30,34,33
53,11,53,26
67,25,67,22
38,30,38,24
50,28,50,25
52,29,52,38
43,23,43,35
48,24,48,43
53,26,53,32
63,16,63,48
54,22,54,29
41,18,41,25
66,19,66,34
69,15,69,37
74,23,74,34
63,25,63,30
93,27,93,32
40,28,40,38
58,33,58,42
53,31,53,35
35,35,33,32
52,34,52,24
61,30,61,55
64,21,64,42
75,29,75,36
63,26,63,31
54,27,54,38
59,31,59,32
54,25,54,45
68,26,68,34
78,31,55,38
58,24,58,36
81,28,81,34
67,26,67,35
79,22,79,33
69,31,53,46
65,28,55,65
59,24,59,29
39,24,39,25
52,24,52,21
53,27,53,43
63,26,62,63
66,27,66,49
43,34,37,41
38,28,30,38
54,30,29,27
58,31,51,25
51,30,34,27
42,29,39,42
87,30,55,41
60,29,60,46
61,22,61,41
64,26,64,51
77,19,77,26
70,14,70,33
59,19,59,40
36,28,24,36
52,29,44,25
47,23,33,37
57,29,57,33
60,32,60,32
48,35,48,46
78,29,78,73
70,31,70,61
94,27,94,43
54,32,54,42
59,31,59,42
46,30,46,29
42,31,42,34
51,31,51,44
61,25,61,45
53,35,53,39
38,36,34,38
62,36,62,30
43,34,37,43
50,34,50,42
70,31,38,25
54,35,54,45
47,37,46,47
52,33,52,41
55,42,55,39
110,40,65,57
81,39,70,81
61,38,61,24
66,35,66,52
34,34,31,33
38,38,22,38
43,43,29,37
57,45,51,57
69,41,54,69
60,40,60,33
54,36,54,48
46,43,45,46
70,47,70,61
63,43,63,39
72,38,72,56
44,33,44,40
44,44,43,35
60,44,60,39
86,37,52,54
72,38,72,47
49,39,49,35
43,43,33,18
49,42,43,36
69,45,30,23
55,40,55,45
53,38,53,42
56,41,49,56
52,45,52,52
38,38,35,16
50,38,18,28
47,42,40,47
55,44,37,55
64,49,53,64
81,64,79,81
69,51,66,69
67,54,67,33
56,44,42,38
49,47,49,47
51,47,38,51
71,67,71,62
56,46,43,24
71,51,52,38
73,41,73,29
55,43,55,37
53,37,53,37
55,37,55,25
39,33,37,39
39,39,30,37
51,39,33,40
46,46,41,25
43,43,38,38
45,42,45,40
49,38,49,38
56,40,56,43
42,42,25,31
50,49,34,39
54,54,42,49
71,71,54,57
53,38,53,45
46,46,40,36
55,46,38,55
56,54,50,56
80,80,62,46
86,67,86,42
63,51,63,42
74,74,58,25
122,122,67,56
60,32,49,41
51,29,51,28
58,54,58,37
61,61,55,48
67,67,60,65
84,84,72,54
97,97,70,76
67,67,67,63
57,30,57,24
55,42,51,41
67,39,57,39
57,48,57,48
136,136,59,74
85,64,58,85
101,80,73,101
62,42,58,62
76,74,76,43
115,115,83,53
108,108,62,35
67,67,43,39
47,44,45,41
99,34,36,22
44,35,36,44
52,38,52,37
62,61,62,33
71,44,71,21
57,37,57,52
93,93,56,43
58,42,58,33
67,67,40,30
58,58,44,28
104,24,44,26
56,44,46,40
64,64,55,51
74,74,55,36
58,46,58,32
60,58,60,46
74,74,60,45
101,101,67,45
62,49,62,44
93,93,63,64
80,80,72,60
46,46,39,25
80,44,42,33
58,58,58,37
91,80,41,36
97,97,40,60
43,36,43,21
48,48,48,36
119,119,63,70
61,54,61,41
57,48,57,31
61,61,51,31
61,61,55,34
63,50,63,42
61,61,49,42
112,112,63,43
53,50,53,35
52,36,52,15
60,43,60,20
44,41,44,28
50,35,50,24
72,36,72,47
117,77,117,32
115,115,99,41
68,51,68,34
77,77,64,26
65,51,65,44
68,67,68,52
58,47,58,34
60,43,60,32
77,77,55,30
77,77,54,44
100,100,59,16
87,87,72,40
108,108,62,50
108,108,60,36
80,80,60,40
74,64,56,36
80,80,44,22
77,77,55,23
101,101,56,34
88,32,33,30
40,32,28,28
95,58,42,40
41,38,41,37
47,21,47,25
110,24,19,23
43,39,26,24
53,41,53,41
64,48,64,51
61,61,45,43
61,61,50,43
41,41,39,25
38,35,38,28
36,36,35,33
64,48,64,31
84,84,53,36
41,40,41,19
48,48,43,42
61,61,49,24
61,58,61,48
51,49,51,40
38,32,35,26
38,32,38,37
54,46,40,54
77,77,58,56
80,80,72,45
122,122,65,45
93,93,65,56
100,100,75,50
65,61,65,47
52,49,52,42
58,45,58,30
74,74,49,29
87,87,58,28
77,77,63,42
74,74,59,39
89,71,52,26
81,61,81,42
77,77,63,53
42,42,37,24
71,71,64,31
35,35,33,15
43,38,28,43
97,67,47,57
43,41,31,43
67,67,50,40
72,67,72,50
65,58,65,28
126,126,69,32
74,74,70,44
61,61,59,51
59,39,50,31
65,36,27,27
42,42,38,38
49,33,49,30
36,31,36,22
43,42,43,29
55,48,55,43
66,50,66,32
43,30,38,34
41,26,41,22
34,34,34,23
42,42,42,34
47,47,47,37
61,61,59,42
71,71,63,51
67,67,54,45
50,47,50,28
36,34,36,32
51,43,51,48
54,43,54,42
52,44,52,46
56,27,56,44
63,28,63,43
58,29,58,27
36,27,32,23
56,32,40,56
52,40,52,51
53,45,53,51
65,51,65,56
67,67,66,61
63,38,63,38
55,32,55,33
51,34,51,37
59,25,53,31
44,19,44,25
48,25,48,43
52,19,52,31
36,30,36,30
46,34,46,26
40,27,40,25
53,20,53,36
55,26,55,32
60,27,60,38
61,30,43,46
54,27,54,28
51,25,51,35
59,25,59,38
62,19,62,33
90,22,90,34
47,22,47,29
50,19,50,22
75,19,75,24
53,25,53,28
52,26,52,32
59,24,59,31
56,23,56,45
62,23,62,31
63,28,63,36
40,31,40,21
66,29,66,32
43,24,43,32
44,27,44,30
45,23,45,32
50,24,50,30
186,23,186,39
73,23,73,20
55,30,55,23
60,25,60,30
53,28,53,49
56,22,56,32
72,17,72,34
64,29,64,40
69,30,66,25
50,29,50,27
53,21,52,40
58,26,58,32
75,28,75,36
56,20,56,29
68,24,68,53
75,28,75,42
91,22,91,43
91,26,91,61
117,14,117,33
91,17,91,30
53,23,53,25
59,21,59,33
71,25,65,37
60,31,60,34
70,24,70,26
58,30,58,39
63,29,63,42
60,26,60,42
76,24,76,49
72,24,72,29
65,27,65,25
68,28,68,57
72,32,72,35
55,32,55,39
69,31,69,44
73,22,73,43
65,27,65,26
53,33,53,26
60,25,60,28
62,20,62,31
61,31,61,24
56,31,56,45
67,24,67,40
58,30,58,31
56,31,56,28
59,26,59,34
66,24,66,38
60,36,60,38
62,32,55,43
63,31,63,58
53,29,53,37
66,34,66,32
50,31,50,22
54,31,54,54
102,28,97,102
110,21,110,91
72,20,72,33
60,31,60,24
54,31,54,23
40,26,40,38
57,31,57,34
63,31,63,37
52,31,52,34
54,28,54,30
60,24,60,46
64,31,64,40
62,38,62,42
52,36,52,47
69,31,69,42
65,33,65,36
55,29,46,36
72,39,61,36
44,36,44,29
35,35,35,31
53,31,40,53
56,30,43,44
55,31,55,32
66,31,66,51
86,26,86,46
78,38,78,58
102,31,102,71
87,35,87,71
55,37,55,48
68,31,68,47
66,33,66,47
81,33,81,47
91,41,91,45
80,32,80,49
75,31,75,72
102,29,102,66
133,44,133,80
89,35,89,52
89,38,89,47
77,46,77,32
94,40,94,56
75,42,75,60
77,43,77,56
74,36,74,45
43,40,43,35
42,42,42,32
52,42,52,36
49,39,49,35
56,36,56,33
66,37,66,35
92,38,65,43
61,30,61,53
70,38,70,41
55,37,55,30
61,35,54,61
75,41,75,54
71,45,71,41
81,48,81,72
114,43,114,60
72,44,72,60
79,48,79,56
67,40,67,49
79,41,77,79
46,39,34,46
71,35,59,71
58,44,58,38
124,36,45,30
44,39,44,16
56,36,56,40
77,37,77,45
73,37,73,33
71,39,71,52
77,42,77,51
56,39,56,28
46,36,46,42
63,40,63,45
67,41,67,58
56,38,56,52
66,37,66,39
55,41,55,31
64,44,64,46
72,45,60,72
63,44,63,36
65,34,56,28
59,41,59,55
63,40,63,29
59,39,59,34
120,51,55,58
70,58,70,62
78,61,78,63
86,61,86,58
67,50,67,63
65,48,65,57
76,51,76,62
67,49,64,48
68,41,68,36
46,37,46,28
53,41,53,48
61,46,61,46
66,47,66,50
71,46,71,43
69,51,69,43
100,100,64,49
74,50,74,45
48,45,48,26
44,44,44,29
58,48,58,32
62,49,62,37
57,44,57,41
61,47,61,16
63,41,63,23
59,42,59,36
50,28,50,31
44,24,44,29
55,31,55,39
54,45,54,40
55,37,55,27
62,39,62,27
56,50,56,32
71,71,64,51
80,80,67,40
56,46,56,30
71,71,64,58
80,80,55,42
60,43,60,27
55,37,55,26
48,39,48,25
41,41,41,29
57,39,57,42
67,47,67,42
80,80,60,31
80,80,63,42
108,108,67,30
87,87,74,47
62,46,62,42
52,46,52,42
60,54,60,35
122,122,82,60
119,119,74,31
59,47,59,36
63,47,63,30
65,50,65,35
93,93,70,31
101,101,76,39
112,112,69,48
64,64,61,33
61,61,58,38
60,51,60,46
55,46,55,41
90,90,67,55
143,143,73,51
61,61,56,12
77,77,60,41
72,44,72,38
63,36,63,39
67,51,67,36
56,54,56,51
119,119,60,48
65,64,65,25
93,93,60,39
87,87,78,35
71,46,71,51
68,44,68,31
63,54,63,45
60,45,60,33
87,87,66,30
75,44,75,44
59,58,59,48
69,54,69,49
59,47,59,28
87,87,65,37
66,46,66,33
54,46,54,21
52,42,52,29
48,41,48,28
41,24,41,23
53,39,53,36
155,45,155,35
89,47,89,34
65,47,65,25
90,90,66,31
57,42,57,30
53,42,52,30
57,48,57,35
62,61,56,36
68,36,68,31
67,67,62,19
77,48,77,42
59,25,59,28
52,29,52,27
58,47,58,34
57,49,57,46
87,87,75,44
133,133,93,51
101,101,71,42
85,54,85,30
69,32,51,10
47,44,47,28
64,43,57,30
101,101,77,24
74,44,74,18
58,32,55,26
62,48,62,27
70,49,70,32
80,44,80,34
82,67,82,43
119,119,83,58
91,77,91,61
97,97,79,37
80,80,70,47
64,43,64,48
66,61,66,38
90,90,69,37
83,77,83,29
77,77,68,16
67,67,67,29
59,31,59,32
60,47,60,29
53,38,53,28
74,74,54,44
60,43,60,33
69,42,69,25
73,46,73,35
62,46,62,47
60,58,60,39
67,36,67,37
84,84,58,37
64,64,63,42
82,51,82,35
71,40,71,38
61,39,61,29
57,44,57,23
55,45,55,26
64,50,64,25
59,44,59,24
58,58,53,20
53,48,53,11
59,47,59,39
77,77,53,34
59,38,59,33
62,44,62,30
47,39,47,40
63,58,63,45
66,51,66,39
64,64,59,31
56,31,56,20
54,26,54,14
51,28,51,20
58,29,58,29
72,40,72,39
56,31,56,42
62,38,62,41
64,44,62,47
72,47,72,49
59,47,59,38
81,42,81,30
54,31,54,20
50,29,50,32
70,37,70,52
61,58,61,52
69,51,69,58
77,77,73,57
71,71,70,48
81,80,81,54
80,80,76,60
46,27,33,20
43,38,43,34
58,29,58,32
36,25,35,29
34,19,23,20
44,29,44,28
43,33,33,30
36,36,29,35
53,38,53,34
39,29,35,39
37,36,37,37
54,38,54,42
43,40,43,38
54,30,54,23
38,38,36,33
31,25,31,29
38,17,38,26
55,21,55,22
38,19,38,25
39,28,39,26
48,31,48,25
34,31,25,25
42,34,41,42
60,30,60,37
61,36,61,49
102,40,74,47
66,36,66,42
57,46,57,41
35,26,35,17
57,17,57,27
53,21,53,36
35,35,32,31
53,35,53,41
54,35,54,42
42,37,33,42
58,31,58,24
39,30,37,36
51,28,47,28
45,30,45,36
52,23,52,28
54,22,37,34
58,34,52,29
62,27,62,27
51,26,51,25
59,23,59,25
54,29,54,32
71,27,71,33
84,24,84,30
59,29,53,26
50,31,31,29
55,26,55,29
48,32,48,32
53,28,53,49
69,28,69,29
53,28,53,37
25,19,25,23
68,25,68,40
70,20,70,42
70,26,70,31
57,21,57,35
54,26,54,25
65,27,65,22
41,31,41,37
64,28,64,35
55,32,55,46
61,34,61,43
92,8,92,35
66,35,66,30
65,32,65,37
57,14,57,27
45,21,45,32
61,24,61,40
69,19,69,33
71,23,71,32
83,17,83,31
67,19,67,25
62,19,62,27
66,20,66,31
46,20,46,26
63,23,63,42
64,28,64,47
62,19,62,28
71,15,71,25
87,14,87,28
45,19,45,28
37,25,37,30
35,25,35,24
37,26,33,37
44,21,44,18
49,28,49,36
39,29,39,38
49,27,45,49
48,27,40,31
37,26,37,22
55,26,55,47
67,10,67,31
68,31,68,43
41,28,40,41
58,31,58,53
64,31,63,64
44,30,40,44
70,32,70,41
47,29,47,34
46,24,46,29
59,35,59,27
56,34,56,53
87,27,87,57
92,27,92,47
72,35,72,53
63,31,63,32
60,30,60,33
55,29,55,54
78,31,78,38
75,28,75,39
59,26,59,38
52,25,52,36
71,25,71,28
48,36,48,24
54,28,51,54
61,39,61,45
71,31,71,55
58,31,58,36
68,34,68,39
54,25,54,39
41,36,41,23
54,35,54,33
62,28,62,43
71,31,71,55
72,34,67,72
69,31,69,43
78,38,78,41
84,30,84,43
39,36,39,34
55,39,55,47
81,30,81,28
57,34,49,38
55,28,55,43
98,32,67,24
54,36,54,34
62,36,62,49
63,37,63,32
78,35,78,35
76,33,76,41
65,31,65,49
85,30,85,40
64,38,64,30
61,34,61,42
58,38,58,33
41,38,27,35
52,34,52,43
70,40,70,48
72,46,72,71
78,45,78,47
70,41,70,42
63,38,63,39
75,41,75,36
56,43,56,43
66,45,66,44
67,48,67,42
53,43,53,42
72,44,72,71
86,41,86,52
78,43,78,56
61,44,58,61
105,38,105,46
54,40,54,45
50,43,50,46
62,49,55,38
85,41,40,49
53,43,41,53
64,43,46,49
62,40,62,43
49,39,49,35
76,39,76,25
48,37,48,28
53,43,53,34
66,30,66,34
37,37,29,36
57,42,22,27
46,45,31,46
56,34,51,45
65,42,35,40
54,44,54,50
139,64,139,60
61,40,61,44
42,30,30,42
47,42,38,47
54,54,41,49
53,38,53,41
65,40,65,24
63,35,63,28
61,32,61,31
43,43,38,31
52,49,45,52
51,50,51,37
45,45,40,44
65,49,35,50
79,61,79,45
55,46,55,55
90,90,77,73
67,67,67,60
48,48,44,29
40,32,40,22
51,42,45,26
46,40,31,38
63,48,40,63
74,58,68,74
