Overall AQI Value,Ozone,PM25,NO2
74,44,64,74
54,36,51,54
69,40,69,48
62,36,62,37
51,36,51,42
54,38,54,52
71,39,71,53
64,42,64,46
80,38,80,43
87,41,87,41
49,39,49,32
59,38,59,41
56,37,56,51
58,32,58,51
69,34,69,50
65,44,65,57
67,41,67,55
89,36,89,48
81,37,81,44
66,41,66,50
74,37,74,56
71,37,71,55
78,27,78,47
116,26,116,35
97,28,97,28
83,35,83,40
95,31,95,46
135,28,135,63
106,25,106,58
39,39,28,26
55,39,55,37
60,44,60,43
70,44,58,70
77,40,45,77
63,33,45,63
48,32,48,43
62,36,62,39
45,40,45,25
75,36,75,34
64,37,64,42
50,37,45,50
59,35,59,57
60,35,55,60
50,34,50,48
62,34,62,28
145,34,145,30
59,36,59,36
66,32,66,55
72,31,72,48
43,29,43,36
49,37,49,42
70,31,70,43
82,32,82,43
55,31,55,40
56,33,56,42
53,39,53,40
48,32,48,38
60,35,60,56
72,38,72,40
67,36,67,30
72,40,72,48
67,36,67,58
69,37,69,47
53,41,53,49
41,41,38,38
44,41,44,39
51,40,51,28
55,43,47,55
62,34,62,54
64,39,64,61
69,40,69,62
65,44,65,60
75,46,75,51
66,45,66,52
77,43,57,77
75,40,75,73
71,46,71,54
74,39,74,46
64,31,64,42
53,39,53,30
66,32,66,20
45,32,45,29
41,24,41,31
49,27,49,34
52,31,52,40
57,32,57,33
49,38,49,30
55,41,55,36
58,39,58,45
59,39,59,43
70,44,70,54
61,43,61,56
49,49,35,30
46,46,27,25
46,39,46,25
51,35,51,35
56,33,56,48
48,42,36,48
50,45,32,50
63,46,52,63
60,44,60,38
44,43,44,34
48,41,36,48
57,48,53,57
60,46,58,60
66,45,54,66
56,49,47,56
61,50,61,42
45,45,43,22
48,44,35,48
52,44,52,50
62,47,59,62
77,77,66,71
101,101,71,89
101,101,71,45
101,101,91,39
125,84,125,69
102,97,102,76
82,54,82,71
72,48,72,44
89,64,89,57
101,74,101,31
79,64,79,25
62,41,62,34
54,25,54,29
54,43,54,32
47,47,37,40
56,47,56,35
45,44,45,28
56,49,56,25
48,47,48,36
52,49,52,46
64,64,55,58
56,49,56,36
55,49,55,33
58,50,58,37
61,61,59,33
75,48,75,28
77,71,77,44
100,100,68,50
69,58,69,42
77,77,61,31
50,50,45,20
67,67,47,37
97,97,54,56
87,87,60,48
55,46,55,31
44,44,44,34
58,58,42,37
112,112,53,37
108,108,54,34
41,38,38,41
34,31,31,34
49,49,45,35
67,67,53,40
119,119,60,62
161,161,59,45
84,84,58,26
57,51,57,33
71,71,52,34
53,49,53,35
74,74,53,32
84,84,48,38
100,100,41,48
112,112,56,40
140,140,61,44
147,147,63,47
156,156,67,37
126,126,65,40
80,58,80,40
52,44,52,11
56,45,56,28
57,50,57,42
64,47,64,29
56,44,56,31
61,61,57,40
70,50,70,31
67,67,55,28
67,67,61,27
52,49,52,32
54,45,54,36
59,48,59,42
61,49,57,61
84,84,62,47
122,122,61,42
143,143,60,41
154,154,69,36
112,112,65,43
119,119,68,30
54,48,54,16
45,45,43,30
64,64,49,29
108,108,80,26
97,97,65,36
93,93,78,23
80,67,80,23
93,93,68,39
136,136,75,38
169,169,87,21
150,150,93,21
101,101,77,25
80,77,80,25
101,101,68,33
77,77,56,47
50,50,48,29
47,40,47,18
48,42,48,17
44,44,43,31
93,93,56,47
159,159,63,42
143,143,68,42
195,195,66,40
190,190,66,34
164,164,68,33
172,172,64,40
197,197,76,49
164,164,65,49
115,115,70,24
156,156,71,27
151,151,68,22
195,195,65,34
129,129,64,53
115,115,55,41
115,115,61,26
150,150,105,32
151,151,76,25
143,143,79,24
115,115,64,14
159,159,71,37
169,169,149,31
182,182,179,35
204,204,70,38
224,224,77,51
209,209,82,42
101,101,71,18
112,112,70,30
71,71,54,28
84,84,56,30
97,97,63,29
156,156,65,36
203,203,76,30
159,159,83,19
101,101,72,24
154,154,69,31
164,164,73,36
136,136,75,30
154,154,79,25
177,177,80,24
164,164,77,21
68,61,68,28
84,84,66,31
100,100,61,31
105,105,63,32
126,126,74,25
133,133,74,21
122,122,81,13
164,164,76,36
140,140,79,37
122,122,77,40
161,161,77,43
126,126,66,33
115,115,67,21
119,119,74,24
108,108,66,35
122,122,71,35
119,119,72,36
143,143,72,39
140,140,72,42
156,156,77,26
150,150,87,16
97,97,73,28
58,50,58,18
90,90,64,26
93,93,63,38
112,112,68,29
105,105,66,25
84,80,84,11
85,74,85,28
97,97,64,34
126,126,70,36
115,115,84,34
154,154,95,36
190,190,85,29
164,164,68,33
201,201,76,42
208,208,89,46
209,209,78,66
174,174,72,56
206,206,71,56
156,156,77,47
77,77,69,41
64,51,64,16
69,67,69,33
65,61,65,34
112,112,75,43
80,80,77,35
101,101,75,25
177,177,66,31
119,119,66,43
84,84,63,41
63,49,63,33
58,43,58,32
57,50,57,29
80,80,66,25
93,93,66,21
101,101,68,46
72,58,72,31
67,67,67,42
59,38,59,29
58,46,58,33
64,64,56,29
84,84,53,40
62,61,54,62
93,93,62,49
77,77,74,55
87,87,72,63
97,97,66,57
147,147,92,46
90,90,78,17
71,71,68,42
68,50,68,39
71,71,62,46
101,101,65,54
129,129,68,79
126,126,68,53
119,119,71,42
67,49,67,51
67,58,67,55
74,74,68,47
87,87,82,42
97,97,88,42
136,136,95,48
100,100,69,61
87,77,67,87
88,61,67,88
119,119,80,54
94,87,94,48
64,43,64,29
55,54,55,45
64,64,54,46
73,58,55,73
104,48,67,104
71,54,53,71
76,71,64,76
97,97,71,74
94,90,94,42
118,105,118,25
64,44,64,35
63,43,63,33
59,43,59,34
50,38,50,45
54,41,54,37
51,38,51,35
43,36,43,25
48,41,48,34
50,42,50,48
48,32,47,48
45,35,45,33
57,38,57,32
66,44,66,34
92,41,92,41
83,46,83,70
76,42,76,72
87,38,87,80
88,31,79,88
47,31,47,36
52,43,52,40
53,44,53,45
74,38,74,60
75,37,75,69
71,39,67,71
54,44,54,50
74,50,74,60
81,71,81,51
121,71,121,38
71,42,71,42
57,38,57,57
68,39,68,53
79,43,79,70
70,38,70,60
80,37,80,60
77,41,77,37
59,43,59,52
70,44,70,68
107,40,107,96
91,41,84,91
101,36,101,68
70,38,70,54
62,37,62,50
67,34,67,66
89,35,89,86
88,34,88,77
107,43,107,76
100,47,100,69
90,44,90,52
89,40,89,42
56,37,56,53
75,33,75,57
72,41,72,46
62,40,47,62
70,31,70,68
84,33,84,48
157,34,157,52
169,41,169,57
155,34,155,70
154,31,154,87
119,34,119,84
90,35,90,80
115,35,115,61
141,38,141,48
180,44,180,56
151,36,151,67
110,28,110,84
85,29,85,62
69,31,69,56
63,35,63,38
92,35,92,37
66,24,66,42
48,39,48,43
64,32,64,37
83,31,83,48
112,36,112,62
55,42,55,45
49,41,49,47
81,40,81,62
92,37,92,68
92,35,92,71
82,37,82,57
69,37,69,38
40,40,38,27
56,36,56,40
65,39,65,43
56,36,56,49
48,41,46,48
54,39,54,41
56,40,56,41
65,42,65,47
68,42,68,45
68,35,60,68
56,31,53,56
78,30,68,78
101,40,101,88
94,42,94,85
109,54,109,89
97,74,97,54
88,47,88,47
109,43,109,50
79,42,79,64
81,42,76,81
69,46,69,46
88,44,88,33
73,47,73,32
51,42,51,33
50,41,50,41
54,41,54,51
55,44,55,51
58,44,48,58
55,50,55,42
56,54,56,34
65,43,53,26
51,39,51,51
50,44,45,50
60,43,60,42
45,45,43,37
49,46,49,42
48,47,48,40
56,44,53,56
47,43,43,47
59,40,59,47
59,44,59,41
50,39,50,32
48,44,48,31
57,43,57,33
51,45,35,51
60,47,34,60
61,37,56,61
63,44,63,60
67,39,67,44
76,27,76,25
53,34,53,26
62,41,62,31
61,31,61,33
41,41,39,27
45,45,32,26
42,39,42,31
43,43,38,22
52,44,52,25
52,46,52,49
56,42,56,43
60,32,60,48
57,35,57,29
51,45,51,33
53,46,53,25
49,49,48,22
46,46,38,41
47,47,40,42
58,45,58,41
84,84,78,50
105,105,81,41
90,90,89,43
83,61,83,17
73,58,73,31
66,61,66,36
81,77,81,29
101,51,101,30
63,48,63,34
56,40,56,20
55,50,55,31
87,87,67,77
101,101,67,52
71,71,65,43
58,58,42,42
58,58,47,57
112,112,62,49
87,87,60,38
56,47,56,30
61,61,40,51
87,87,46,52
47,47,46,33
58,54,58,33
87,87,67,36
105,105,72,33
101,101,83,33
108,108,92,42
112,112,83,38
70,67,70,40
69,64,69,29
62,58,62,27
58,58,58,21
59,46,59,29
64,47,64,34
66,44,66,34
65,54,65,40
105,105,63,51
133,133,64,42
108,108,65,34
108,108,66,44
164,164,75,33
122,122,81,31
87,87,78,28
64,47,64,18
56,45,56,12
56,46,56,21
64,64,61,29
77,77,62,25
71,71,54,33
64,64,59,28
71,71,70,20
75,58,75,23
68,54,68,14
62,46,62,32
64,64,62,28
67,67,63,38
64,64,58,26
49,45,49,29
55,42,55,20
68,54,68,19
90,90,71,19
93,93,86,27
58,54,58,22
57,51,57,29
87,87,63,34
136,136,70,31
133,133,77,27
129,129,80,28
81,74,81,25
84,84,75,36
105,105,75,36
140,140,70,46
122,122,72,36
101,101,66,33
140,140,67,32
119,119,74,37
126,126,72,35
108,108,81,41
74,74,72,31
68,47,68,14
59,45,59,8
74,74,66,32
115,115,75,28
172,172,87,31
172,172,106,26
185,185,95,30
126,126,89,21
122,122,70,10
126,126,67,27
126,126,62,34
115,115,69,28
115,115,75,25
93,93,71,20
101,101,63,11
90,90,60,15
93,93,55,25
84,84,59,22
118,93,118,17
166,122,166,39
147,147,66,56
185,185,70,40
122,122,68,26
108,108,72,33
108,108,71,29
90,90,59,29
58,58,56,25
80,80,61,30
87,87,58,23
93,93,57,19
97,97,62,29
129,129,66,42
115,115,71,30
122,122,66,26
84,84,56,30
67,67,50,15
74,74,45,21
150,150,60,36
195,195,72,41
185,185,78,30
190,190,83,33
172,172,83,34
136,136,76,19
108,108,61,18
122,122,59,33
97,97,56,43
80,80,54,38
115,115,60,28
112,112,70,40
154,154,90,27
151,151,72,28
197,197,72,41
201,201,84,55
112,112,60,49
172,172,113,42
93,93,62,39
74,74,57,26
90,90,59,21
87,87,56,23
80,80,55,29
100,100,59,31
97,97,67,21
129,129,77,25
126,126,76,16
136,136,77,25
101,101,83,28
112,112,84,31
93,93,70,28
93,93,76,31
126,126,92,32
147,147,99,23
133,133,88,15
119,119,88,26
101,101,71,27
71,71,59,31
97,97,68,36
164,164,66,30
115,115,70,26
101,101,74,13
84,84,68,19
97,97,66,37
90,90,64,38
97,97,78,37
147,147,68,37
192,192,83,45
143,143,74,42
126,126,64,38
122,122,70,37
115,115,68,33
93,93,63,50
67,67,56,51
93,93,55,35
87,87,52,30
87,87,58,47
105,105,54,46
133,133,60,41
108,108,67,44
105,105,69,38
115,115,60,31
97,97,54,26
62,61,62,30
71,58,71,36
112,112,67,40
150,150,74,43
100,100,79,33
64,64,59,22
53,50,53,31
68,43,68,62
45,38,45,33
41,29,41,23
34,34,32,28
44,44,42,28
54,54,54,25
52,50,52,25
53,49,53,31
52,51,52,34
49,49,48,37
51,47,51,45
52,50,52,42
45,45,40,27
54,47,54,22
57,51,45,57
58,43,58,58
60,47,55,60
66,48,62,66
69,58,55,69
67,67,56,57
90,90,61,40
74,74,71,42
75,71,75,42
68,61,68,44
100,100,84,43
101,101,77,79
126,126,80,55
129,129,102,38
133,133,119,52
72,51,72,48
62,45,62,60
58,46,58,51
63,49,63,55
66,58,66,49
90,90,74,46
71,64,71,45
59,51,59,35
61,54,61,34
71,67,71,68
73,49,54,73
117,51,117,48
122,87,122,52
66,40,60,66
73,39,54,73
66,37,53,66
68,34,50,68
70,32,70,62
78,48,78,41
112,74,112,48
130,37,130,78
102,47,102,65
81,44,81,55
54,37,54,23
59,36,59,31
61,35,61,30
60,39,60,35
57,38,46,57
62,36,51,62
54,38,54,40
39,39,28,37
41,34,36,41
47,38,47,37
39,39,34,34
56,34,56,52
54,35,43,54
58,29,33,58
46,31,27,46
42,33,40,42
57,33,57,34
62,32,62,33
64,26,64,57
81,33,81,57
77,35,77,53
80,31,80,71
78,29,71,78
134,34,134,46
90,33,90,41
60,31,60,38
56,32,56,47
83,31,83,68
85,31,85,81
81,35,81,56
102,31,102,51
121,38,121,44
130,36,130,36
39,39,38,28
61,36,61,41
47,39,47,37
57,39,43,57
75,37,75,55
96,35,96,37
59,41,59,42
